Item Name,Quantity
AMARYL MV2 TAB,2
AMBRODIL PLUS SYP 100ML,2
AMBRODIL S SYP 100ML,15
AMBROLITE SYP 100ML,8
AMBROLITE-LEVO SYP 100ML,6
AMBROLITE-S LIQ 100ML,2
AMICLINE PLUS TAB,1
AMINOFIT CAP 15 S,2
AMITONE PLUS TAB 10 S,2
AMITRYN 25MG TAB 10 S,3
AMITRYN-10MG TAB 10 SBB,3
AMITRYN-25 TAB,3
AMLODAC 10 TAB 30 S,2
AMLODAC 2.5 MG TAB 30 S,1
AMLOKIND- 2.5 TAB 30 S,1
AMLOKIND- AT TAB 10 S,4
AMLOKIND-5 TAB 10 S,17
AMLOKIND-AT TAB,2
AMLOPIN -AT TAB 10 SF,1
AMLOPIN 5MG TAB 10 SBW,1
AMLOVAS 5MG TAB 15 S,2
AMLOVAS-H TAB 15 SA,4
AMORTAS CREAM 30GM,3
AMPILOX-250MG KID TAB 10 SA,1
AMRUTANJAN STRONG 9ML,2
AMTAS-5 TAB 30 S,2
ANABOOM ANTI HAIR LOTION 60ML,1
ANAFORTAN TAB 15 SBG,1
ANCOOL SYP 170ML,2
ANDROANAGEN TAB,1
ANGISPAN TR 2.5 25 S,1
ANGIZEM CD 90mg CAP 10 SB,4
ANOBLISS CREAM 30GM,2
APRESOL TAB. 10 SBB,6
AQUASOFT LOTION 100ML,1
AQUAZIDE 12.5MG 10 S,4
ARDEN 325 TAB 15 S,2
ARGIPRIME POW. (SACH) 1 S,15
ARISTOZYME SYP 200ml,1
ARKAMIN TAB 30 S,4
ASCORIL + EXP 200ML,3
ASCORIL SF SYP 100ML,2
ASCORIL-LS DROPS 15ml,1
ASCORIL-LS SYP 100ML,3
ASTHAKIND LS EXP.,1
ASTHALIN CFC INH,1
ASTYMIN-M FORTE TAB 2 X 15 S,1
ATARAX 10MG TAB 15 S,7
ATARAX 25MG TAB 15 S,2
ATEN 25MG TAB 14 S,1
ATIVAN 1MG TAB 30 S,3
ATIVAN 2MG TAB,3
ATOCOR-10 TAB,2
ATORBEST-10 TAB,2
ATORMAC CV 10 TAB 10 SF,8
ATORMAC CV 20 CAP 10 SF,3
ATORMAC TG TAB 10 SA,2
ATORVA 40MG TAB 10 SF,6
ATORVA 20 TAB,1
ATORVA-10MG TAB,5
ATROLET 10 MG TAB 20 S,6
ATURIS-20 TAB,1
AUGMENTIN-1000mg DUO TAB 10 S,2
AUGMENTIN-625 DUO TAB 10 S,1
AUGPEN BID 625 TAB 10 S,2
AUGXETIL 500 TAB,1
AURISTILLAC EAR DROP 5ML,1
AUTRIN CAP 30 S,3
AZEE 250MG TAB 6 S,2
AZIBACT 500 TAB,1
AZIBACT-200 REDIMIX SYP 15ML,1
AZIBIZ-500 TAB,12
AZICARE-500 TAB,5
AZILIDE-500 TAB,1
AZORAN-50mg TAB 10 SBY,1
AZTOR-10 TAB 15 S,9
AZTOR-ASP 75 CAP 10 SF,3
AZULIX 1MG MF FORTE TAB 15 S,2
AZULIX 2MF TAB 15 S,2
AZULIX 3 MF TAB 10 S,2
AZULIX 4MF FORTE TAB 10 S,1
AZULIX-2 TAB 10 SBW,6
B-BACT OINT 5G,1
B-COUGH 100ML SYP,2
B-TEX OINT. 14GM,1
B-VITA L SYP 200ML,11
B. D. INSULIN SYRINGE,2
B. PROTIN CHOCOLATE 500GM,7
BACTOMIN 375 TAB,1
BANDAGE (ROLLER) 4,12
BANDY SYP 10ML,1
BAYCIP-500 TAB,1
BDFIX 200MG 10S,13
BECADEXAMIN CAP 30 S,1
BECOSULES CAP 20 S,4
BECOSULES PLUS CAP,1
BECOSULES SYP 120ML,2
BECOSULES Z CAP,2
BECOZYME C FORTE TAB 15 S,4
BEFACID GEL 200ML,1
BENADON 40 TAB 10 S,4
BENERIA GEL 30GM,1
BENFOMET FORTE TAB 10 S,2
BENFOMET PLUS TAB 10 SF,2
BEROCIN DZ TAB,3
BESTOZYME CAP,2
BESTOZYME SYP 200ML,1
BETACAP PLUS 10 10 SF,1
BETACAP PLUS 5 10 S,3
BETACAP-TR 40mg CAP 10 S,1
BETADINE LOTION 100ML,3
BETADINE GARGLE 50ML,2
BETADINE GARGLE 100ML,5
BETADINE OINT 20GM,3
BETAFREE EYE DROPS 5ML,1
BETAVERT 8 MG TAB 10 S,2
BETNESOL TAB 20 S,1
BETNOVATE C CREAM 30GM,1
BETNOVATE N OINT. 20GM,1
BETONIN AST SYP 400ML,2
BETT INJ 0.5ML,1
BEVON SYP 200ML,2
BEVON CAP 15 S,1
BEVON DROP 15ML,1
BEVON-CD CAP 10 SBB,2
BIFILAC CAP 10 SF,1
BIFILAC SACHETS 3 S,10
BIFILAC GG SACH.,16
BIFILAC-GG DUO SACHETS,2
BILASHINE-20 TAB,2
BILASURE-M TAB,1
BILUMA CREAM 15MG,1
BIO D3 FEM CAP,1
BIO D3 MAX TAB,2
BIO D3 XT TAB,13
BIO-D3 PLUS CAP 15 SBW,1
BIONAC-SP TAB,17
BISOHEART 5 MG TAB 10 S,4
BOROLINE CONT 40GM 1 S,2
BOROLINE CREAM 21GM,5
BOTROCLOT DROP,1
BRAKKE TAB 10 S,1
BRANOLIA SYP 200ML,1
BRO-ZEDEX (LS) SYP 100ML,1
BROZEDEX PRT SYP 100ML,1
BRUFEN 400MG TAB 15 S,2
BRUTAFLAM-90 TAB,2
BUDAMATE-400 TRANSCAPS,1
BUDATE 200MG TRANSHALER,1
BUDECORT 0.5MG RESPULES,5
BUDECORT-0.5MG RESPULES 2ML,2
BUPRON SR 150 TAB 10 S,7
BYZYME TAB,2
C TAX O XL 200 TAB 10 SF,1
CABGOLIN 0.25 TAB,1
CAFRAGIN TAB 10 S,6
CAL-123 TAB 15 S BOX,2
CALCIDEF TAB,6
CALCIMAX D 1000 TAB 30 S,1
CALCIMAX OP+ 500MG TAB 15 S,2
CALCIMAX-500mg TAB 30 S,2
CALCIMAX-FORTE TAB 30 S,1
CALCIMAX-P TAB 15 S,2
CALDUX-CT TAB,6
CALINTA FRAC TAB 15 S,2
CALINTA MAX CAP 10 SBOX,1
CALNASAL 60 MDI,1
CALOCAL D3 TAB,2
CALPOL 500 TAB 15 S,6
CALPOL 650 TAB 15 S,16
CALPOL- T TAB 15 S,1
CALPOL-250mg SYP 60ML,2
CANDIBIOTIC PLUS EAR DROP 5ML,1
CANDID B LOTION 30ML,1
CANDID CL CAP 3 S,3
CANDID CREAM 30GM,1
CANDID MOUTH PAINT 25 ML,1
CANDID POWDER 100GM,1
CANDID SOAP 125GM,2
CANDID TOTAL CREAM 20GM,1
CANDID-V GEL 30GM,1
CANDIDOX CREAM 30GM,1
CANDITRAL-100 CAP,12
CANVAZ GEL 15GM,1
CARBOCEL EYE DROP 10ML,1
CARDACE 1.25MG TAB,4
CARDACE 5 TAB,2
CARDIVAS IN 12.5 + 5 TAB,6
CARDIVAS IN 6.25+5 TAB,6
CARDIVAS-3.125MG TAB 10 S,2
CARDIVAS-6.25MG TAB 10 S,2
CARMOZYME SYP 450ML,6
CARTIGEN PRO TAB,2
CARTIGEN-FORTE TAB 10 BOX,5
CARVIDON MR TAB,4
CARVISTAR-6.25 TAB 10 SA,5
CAVIT TAB,1
CC 74 TAB,2
CCQ50 TAB 10 SA,2
CEDRIN-GM TAB,14
CEF-XP 325MG TAB,1
CEFADROX-500MG TAB 10 S,1
CEFAKIND- CV 500 10 SF,1
CEFI-200MG TAB 10 SA,1
CEFOCLOX-XL 200 CAP 10 SF,1
CEFOZYT CV TAB 10 SF,3
CEFTAS-200 TAB 10 S,1
CELIN 500MG TAB 25 S,1
CENSPRAM 10 TAB 10 S,1
CEPODEM XP 325 10 S BOX,10
CEPODEM-200mg TAB 10 SF,3
CEREGROW BIB 300GM,1
CERELAC S-1(WHE APP CARROT),1
CERELAC S-2(RICE-VEG) 300GM,2
CERELAC S-4(M/GR.5 FRUTS),2
CEROXIM XP 625 6TAB,1
CETAPIN XR 500 TAB,1
CETZINE 10MG TAB,1
CETZINE TAB,4
CHERI CAPS (NEW) 10 S,2
CHERI XT TAB,1
CHERICOF SYP(L) 100ML,3
CHLOROCOL -(PLUS) DROP 5ML,1
CHLOROCOL EYE OINT 3GM,2
CHOLIV SYP 200ML,1
CHYMORAL FORTE 20 S,3
CHYMORAL-AP TAB 10 SN,4
CHYMORAL-BR TAB 10 SBM,2
CIDMUS 50MG TAB,9
CIFRAN-500mg TAB 10 S,3
CIFRAN-CTH TAB 10 S,1
CILACAR C 6.25MG,1
CILACAR T 80 TAB 10 S,4
CILACAR TC 6.25 10 S,7
CILACAR-20MG 10 S,12
CILACAR-5 TAB 10 S,2
CILACAR-T TAB 10 SBOX,8
CILAHART-T TAB 10 S,3
CILAPAM FN TAB,4
CINEMAX TAB,4
CINTODAC CAP 10 SF,2
CIPCAL-500 TAB 15 SBW,1
CITAFEEL FORTE,3
CITAL UTI SYP 200ML,1
CITAPURE FORTE TAB 10 SBN,1
CITRAVITE XT TAB,3
CIZASPA X TAB,1
CLAVAM 625MG TAB 10 S,2
CLAVAM BID DRY SYP 30ML,1
CLAVILIP 10 TAB,1
CLAVILIP-20 TAB,2
CLAVIX GOLD 20 TAB,2
CLENORA GEL 15ML,1
CLOBETA-GM CREAM 10GM,2
CLOHEX + ORAL RINSE 150ML,1
CLONAFIT-0.25 MD TAB 10 SA,1
CLONAX MD 1 TAB 10 S,3
CLONOREST 0.5MG 10 SB,1
CLOP 30 OINTMENT 30GM,1
CLOP-G CREAM 25GM,2
CLOP-S NANO LOTION 20ML,1
CLOPILET TAB 15 SF,1
CLOPILET A 75 TAB***,8
CLOPITAB- A 75 15 SF,3
CLOPITAB-A 75MG 15 SB,1
CLOPITORVA-10mg CAP 10 SF,1
CLOPIVAS-75 TAB 15 SF,2
COCONUT OIL 100ML,1
CODESOFT CAP 10 SBG,1
CODESOFT CLEAR,1
CODESOFT- EPO CAP 15 S,6
COECORTT-6 TAB,14
COED3 SYP. 5ML,21
COLIMEX DF DROP 15ML,1
COLIMEX TAB 10 S,4
COLOSPA 135MG TAB 15 S,4
COMBIFLAM TAB. 20 S,4
COMBIMIST L RESPIC CAP***,2
COMBIMIST-L INHALLER 200DC,1
COMBUTOL 600MG 10 S,4
COMPLAN (CHOCO) 500GM,1
COMPLAN NUTRIGROW 400GM,1
CONAZEX-100 CAP,4
CONCOR-COR 1.25 10 SB,3
CONCOR-COR 2.5MG 10 S,8
CONFLU 150MG 1 S,1
COQ 300MG 15CAP,2
CORALIUM D3 SUSP 100ML,1
CORALIUM-D3 TAB 10 SBOX,6
CORBIS AM 5 TAB,1
CORDARONE 100MG TAB 10 S,1
CORIMINIC DROP15ML,1
CORIMINIC SYP 60ML,1
CORSANGO-D3 100ML,1
CORSYL SYP 100ML,7
CORTISAL 6 TAB,1
CORTYLIV TAB,2
CORVADIL A TAB 15 S,1
COSFEN CREAM 30GM,1
COTTON (BENGAL) 25GM,1
COVANCE-AT TAB 10 SBB,3
COVERSYL 2MG TAB 10 S,2
CREMAFIN PLUS LIQ. 225ML,2
CRINA NCR 15MG TAB 5 S,2
CRIZ-M TAB 10 SA,1
CROCIN DROP 15ML,1
CTD T 12.5/80 TAB,1
CTD-6.25 TAB 15 S,5
CTD-T 6.25/40 TAB 10 SBOX,2
CTD-T 6.25/80 TAB 10 SA,2
CURENZ TAB,2
CUTISOFT CREAM TUBE,1
CV MAX 625 TAB,5
CWIN CREAM 30GM,1
CYCLOPAM TAB 10 S,1
CYCLOTIN-40 10TAB,1
CYFOLAC CAP 10 SBB,1
CYPON SYP 200ML,1
CYPROLYSIN SYRUP,1
CYRA TAB 10 S,5
CYRA-D CAP 10 SF,19
CYRA-LS TAB 10 SA,1
CYRAFLORA TAB,2
CYTOGARD OD 60MG,1
CYTOLOG-200MG 4 SA,1
D-BOSE 0.3 TAB,2
D-FAX 50 TAB,2
D-PROTIN C F 500GM,2
D-RISE 2000 TAB 10 SB,2
D-RISE 60K CAP 4 SBOX,3
D-ROZAVEL 10MG TAB,1
D-VENIZ 100 TAB,1
D-VENIZ 50MG TAB 10 SBW,1
D-VITA 60K (8C) TAB,1
D. PROTIN CHOCOLATE 200GM,1
DAFLON-500MG TAB 10 SBM,6
DAILYFOL TAB,1
DALACIN-C 300mg CAP10 S,7
DANCLEAR SHAMPOO 50 ML,1
DAPAGREAT-10 TAB,2
DAPANOVA-10 TAB,2
DAXID-100 TAB,2
DAXID-50 TAB 15 SBOX,2
DAZIT-5 TAB,10
DECA DURABOLIN 25 INJ.1ML,1
DECOLIC SYP 50ML,1
DECOLIC TAB 10 S,1
DEFCORT 12MG TAB 6 S,2
DEFCORT 6MG TAB 10 S,4
DEFLOZ-30 TAB 10 S,2
DEFZA 6 TAB 10 SF,3
DELETUS-D SYP 100ML,1
DENTOGEL 15ML,1
DEPLATT A 75 TAB,1
DEPLATT CV 20 CAP 10 S,7
DEPLATT-75mg TAB 15 S BOX,2
DEPLATT-CV CAP 10 SA,1
DEPRANEX-5 TAB,1
DEPURA 60K SF 5ML,1
DEPURA CAL 10,3
DERIPHYLLIN RTD 150 30 BW,5
DERIVA CMS GEL 15GM,1
DERMIKEM OC CREAM 15GM,1
DESVAL-ER 250 TAB,1
DESVAL-ER 500 10 SBW,1
DETTOL LIQUID 125ML,1
DETTOL LIQUID 250ML,2
DETTOL LIQUID 550ML,1
DEVIRY 10MG TAB 10 S,1
DEXONA TAB,1
DEXORANGE + SYP 200ML,1
DEXORANGE SYP 200ML,2
DIAMICRON XR 60 TAB 14 S,4
DIAPRIDE M1 TAB,1
DIATAAL-D CAP,1
DIAVIT -PLUS CAP 10 SBB,4
DICALIS TAB,4
DICLOGESIC TAB 10 SBW,11
DICLOMOL TAB 10 S,3
DICLORAN A TAB 10 S,1
DICONAL NASAL DROP 10ML,1
DIGENE (MINT) TAB 15 S,2
DIGENE MINT TAB 15 S,1
DILZEM CD 120MG CAP 10 SA,3
DILZEM SR TAB,1
DILZEM-SR 90MG TAB,3
DIOVAL TAB 20 S,1
DIOVOL FORTE LA SYP 170ML***,2
DIOVOL FORTE SYP(MINT)SF 170ML,1
DIPRATE OD-250 TAB,1
DIPROBATE PLUS LOTION 50GM,2
DISPOVAN SYRINGE 2ML,18
DIVAA-OD 500 TAB 10 SF,2
DIZIRON TAB,1
DIZIRON-25 TAB,5
DOBESIL CAP 10 SB,1
DOFENAC EYE DROPS 5ML,1
DOLOPAR-650 15TAB,1
DOMPAN-FORTE TAB 10 SF,4
DOMPAN-SR TAB 10 SF,3
DOMSTAL 10 DT TAB,4
DOMSTAL 10 TAB 10 S,4
DOMSTAL-BABY DROPS 5ML,1
DONAMEM-10 TABS 10 S,8
DONAMEM-5 TAB 10 SBOX,4
DONEP 5MG TAB 15 S,2
DORFREE MR 8 TAB,9
DORZOX EYE DROP 5ML,2
DOSYL CAP,4
DOXINATE TAB 30 S,3
DOXOLIN 400 TAB 30 SBW,1
DOXOVENT 400MG TAB 10 S,3
DOXT-SL CAP 10 SF,14
DOXY-1 L-DR FORTE 10 SF,1
DREP EAR DROP 5ML,1
DROTIN SYP 100ml.,1
DROTIN DS TAB 15 S,12
DROTIN TAB,1
DROTIN-PLUS TAB 10 SBY,4
DUB-10 TAB,3
DUB-5 TAB 10 S BOX,4
DULANE - 30 CAP 10 SB,2
DULCOFLEX TAB 10 SBOX,1
DUOLIN 3 RESPULES 3ML,2
DUOLIN CFC FREE INHALER 200MD,4
DUOLUTON- L TAB 21 S,1
DUPHALAC SYRUP 250ML,1
DURAPAIN TAB 10 S,2
DURJAY TAB 3 S,3
DUVADILAN TAB 50 S,3
DUVADILAN-RETARD TAB 10 S,1
DUZELA-20 CAP 10 SB,13
DV 2K CAP 10 S,2
DV 400 SYP 30ML,1
DV 60K CAP,1
DYCERIN 50 CAP 10 SF,2
DYDROBOON 10 TAB,1
DYNAGLIPT TAB 10 S,2
DYTOR PLUS 5MG TAB 15 S,1
DYTOR PLUS LS TAB,4
DYTOR-10MG TAB 15 SB,7
DYTOR-5 TAB 15 SBW,8
E-DICLO GEL 30GM,5
E-PANTO 40 TAB,24
E-PRIME 1000 CAP,4
EBERNET M CREAM 15GM,1
EBILITY TABS 10 S,1
ECOD PLUS CAP 15 S,7
ECONORM SACHETS 1 S,18
ECONORM CAP 5 SA,4
ECOSPRIN 75MG TAB 14 S,3
ECOSPRIN-AV 75 CAP 15 S,21
ECOSPRIN-AV 150/20 CAP 10 S,2
ECOSPRIN-AV 75/20 CAP 10 SF,13
ECOSPRIN-GOLD 20 TAB 15 S,5
EFNOCAR-40 TAB 10 S,3
EKLOT-500 TAB 10 SF,1
ELBOW SUPPORT(M)TYNOR 1 PIECE,1
ELECTRAL GRANULES 21.8GM,2
ELIWEL 10MG TAB 10 SF,2
ELIWEL 25 TAB 10 SF,5
ELOCON OINTMENT 10GM,1
ELOVERA CREAM 75GM,1
ELTROXIN 75MG 60 S,1
ELTROXIN 100MG 100 S,1
ELTROXIN 25MG 120 S,1
ELTROXIN 50MG 100 S,1
EMESTAT OD TAB,2
EMTY SOLUTION 200ML,2
EMUFLEX GEL 30GM,1
ENAM 5MG TAB 15 S,4
ENCARMIN SYP 200ML,2
ENCELIN M 50/1000 TAB,2
ENCELIN M 50/500 TAB,1
ENCORATE CHRONO 500 10 S,9
ENDOREG TAB 14 S,1
ENO LEMON SACHET 1 S,2
ENSURE VANILA-400GM,2
ENTEROQUINOL TAB,2
ENZOHEAL-D TAB,1
ENZOMAC PLUS 10 SBOX,1
EPOSOFT E TAB,2
EPTOIN 100MG TAB 100 S,1
EPTUS 25 TAB,3
ERITEL -40 TAB,2
ESCIGRESS-CZ 0.5TAB,2
ESLO-5 TAB,2
ESOFINE DSR TAB,1
ESOZ-40MG TAB 15 SA,5
ESOZ-D 40 TAB,1
ESP - 2 MG. 1X10 S,1
ESPRA DSR TAB,4
ESPRA-40 TAB 10 S,3
ESREDEP PLUS TAB,3
ETHIONE 10 CR TAB,1
ETIZOLA 0.25 TAB,5
ETIZOLA 0.5 TAB,5
ETOSA-P TAB,35
ETOSHINE-90 TAB 10 SBW,2
ETOSHINE-MR TAB 10 S BOX,4
ETOVA-ER 600 TAB 10 SA,2
EUREPA V 0.5/0.3 TAB,4
EUREPA V 1/0.3TAB,4
EVECARE SYP 200ML,1
EVION-400MG CAP 10 S,106
EYEMIST EYE DROP 10ML,2
FABULAS-40mg TAB 10 SBY,1
FAMOCID 20MG TAB 14 s,11
FAMOCID 40MG TAB 14 S,67
FAMTAC 40MG TAB 14 S,7
FEBUGET 40 TAB,6
FEBUGOOD 40 10 SBW,1
FEBUMAC-40 TAB 10 S BOX,28
FEBUNA -40 TAB,9
FEBURIC 80 TAB,1
FEBUSTAT-40MG TAB,1
FEBUTAZ-40 TAB,8
FEBUTAZ-40 TAB 10 S BOX,1
FEBUXOR-40 TAB,1
FEFOL-Z CAP 15 S,2
FELICITA-OD CAP 10 S BOX,1
FELIZ-S PLUS 5 10 SF,3
FEMICYN SYP 450ML,1
FEN XN GEL 30GM,20
FERIKIND TAB 10 SF,4
FERIUM XT TAB 10 SBOX,3
FERONIA XT DROP 15ML,1
FEROZORB TAB 10 S,1
FIBROCEDE 25 TAB,1
FINEMOX CV 625 TAB 10 S,2
FINTOP AF CREAM,1
FLAGYL 400MG TAB 15 S,2
FLAVEDON-MR TAB 10 SBY,14
FLEXON-MR TAB 10 S,1
FLODART TAB 10 SBOX,3
FLODART PLUS TAB 10 SF,2
FLORITA CAP,1
FLUCEPT-150 TAB,4
FLUNARIN-10MG TAB 10 SB,2
FLUNARIN-5MG TAB 10 S,3
FLUNER-10MG TAB 10 SBY,2
FLUNIL SYP 60ML,1
FLUNIL-60MG CAP 10 SBY,2
FLUPAN-150 CAP,3
FLUTIBACT OINT 10GM,1
FLUTIFLO N/SPRAY 10ML,1
FLUTIVATE-E CREAM 30GM,1
FM - 40 TAB 14 S,1
FOLCOVIT CAP 10 S BOX,1
FOLITRAX 5MG 10 S,2
FOLITRAX-15 TAB 10 S,2
FOLLIHAIR TAB 10 S BOX,2
FOLOUP 200MG TAB,3
FOLSAFE L TAB 15 S,1
FOLVITE TAB 45 SBY,7
FOMTIDE 200 INHALER,1
FORACORT 0.5 RESPULES,1
FORACORT 0.5 RESPULES 2ML,20
FORACORT 200 INHALER,6
FORACORT 200 R/C 30 S,1
FORMOFLO FORTE ROTACAPS,1
FORMONIDE 400 R/CAP 30 S,1
FORMOSONE 250 INHELAR,1
FORMOSONE 250 R/C,1
FOURTS- B DROP 15ML,1
FRISIUM 10 TAB 15 S,2
FRISIUM 5 MG TAB 15 S,1
FRUSELAC TAB 10 S,2
FUNGICROS 10GM,1
FURIC-40 TAB,1
FUSYS 150 TAB 6 S,1
GABANTIN FORTE TAB 10SF,10
GABANTIN-NT TAB,1
GABAPIN 300 TAB,1
GABAPIN NT 200 TAB,1
GABAPIN NT TAB 15 S,3
GABAPIN-100 TAB,2
GALVUS-50MG TAB 14 S,4
GALVUSMET 50/1000 TAB,2
GANATON 50MG 10 S BOX,2
GANATON TOTAL 10 SF,1
GARDENAL-30MG TAB 20 S,1
GASPAZ CAP 10 S,1
GATILOX-DM DROP 10ML,4
GELUSIL MPS LIQ 170ML,1
GELUSIL MPS SYP 400ML,2
GELUSIL MPS TAB,4
GEMCAL XT TAB,1
GEMER 0.5 TAB,2
GEMER P2 TAB 10 S,4
GEMER V2 TAB,3
GEMER- 1 TAB 10 S,7
GEMER-4 TAB,2
GEMINOR 1MG TAB 10 SBW,8
GEMINOR M4 FORTE 15 S,2
GEMINOR-2 TAB,4
GEMINOR-M2 TAB 15 SBB,2
GEN D3 NANO TAB,13
GENCOBA-P TAB 10 S,3
GENOPLEX L SYP 200ML,1
GENTEAL EYE DROP 10 ML.,1
GEPRIDE M-2 TAB 10 S,2
GEPRIDE M4 FORTE,3
GERBISA-5MG TAB 10 SBB,2
GI CURE DSR TAB,2
GIARDIA-40 TAB 10 S,1
GLIMESTAR-2 10 S,1
GLIMESTAR-M1 TAB 10 S,1
GLIMESTAR-PM 1 TAB 10 S,3
GLIMFIRST MP1 TAB,2
GLIMFIRST MP2 TAB,1
GLIMFIRST MV2 TAB,2
GLIMILIFE M2 TAB,3
GLIMISAVE M1 TAB 15,2
GLIMISAVE MV 3.3 TAB,1
GLIMULIN MV1 TAB,1
GLIMY-4mg TAB 10 SBY,3
GLISEN VM2 TAB 10 S,1
GLITARAY M-2 TAB,2
GLIZID 40MG 10 S,5
GLIZID-M TAB 15 SBW,6
GLUCOBAY 25mg TAB 10 s,2
GLUCOBAY 50mg TAB 10 S,4
GLUCOGURD M1 FORTE TAB,2
GLUCONORM G4 TAB,1
GLUCONORM-G 1 TAB 15 S,2
GLUCONORM-G 4 FORTE 15 S,1
GLUCONORM-G 4 TAB 10 SB,1
GLUCONORM-SR-1G 15 S,1
GLUCONORM-SR-500 15 S,3
GLUCORED FORTE 10 S,4
GLUCRETA TAB 10TAB,4
GLYCINORM-M 60 OD 10 S,1
GLYCIPHAGE 250mg 10 S,6
GLYCIPHAGE 500MG 20 S,3
GLYCIPHAGE 850MG TAB 10 S,6
GLYCIPHAGE G1 FORTE,1
GLYCIPHAGE G1 TAB 10 S,3
GLYCIPHAGE G2 TAB 10 S,3
GLYCIPHAGE PG2 TAB,15
GLYCIPHAGE SR 1GM 10 S,4
GLYCIPHAGE SR 500 10 S,7
GLYCIPHAGE VG2 TAB,4
GLYCOMET 1 GM TAB,3
GLYCOMET 500MG TAB 10 S,5
GLYCOMET GP2 TAB 15 S,1
GLYCOMET SR 500 TAB,3
GLYCOMET TRIO FORTE 1 10 S,1
GLYCOMET TRIO FORTE 2 TAB,1
GLYCOMET-GP-1 TAB 15 S,5
GLYCOMET-GP-4 FORTE TAB10 S,4
GLYNAMIC M1 FORTE TAB 10 S,2
GLYNAMIC MV2 TAB,3
GLYNASE TAB 10 S,18
GLYNASE XL 10 TAB,1
GLYNASE- MF TAB 10 S,9
GLYTOPAN-L CAP,2
GOIZY GEL 30ML,2
GOODOVA 50 TAB,1
GP-0.5 TAB,1
GP-1 TAB 10 S,1
GP-2 TAB 10 SBW,2
GRAVOL TAB 10 SBB,1
GRENIL TAB 10 S,4
GRILINCTUS BM SYP 100ML,3
GRILINCTUS L SYRUP 100ML,3
GRILINCTUS LS SYP 100ML,2
GRIS-ODT 250 TAB 7 SBW,1
GTN SORBITRATE-CR 2.6 30 S,2
GUTCLEAR IG POWDER 180GM,1
HAPPI 20 TAB,5
HAVGLO CREAM 30GM,1
HAVGLO TAB 10 S,1
HCQS 400 TAB 10 S,1
HCQS-200 TAB 15 S,8
HEPAKIND 150 TAB,2
HETRAZEN-100 TAB 30 S,1
HHAMCLAV DS DRY SYP 30ML,1
HHAMCLAV-625 TAB,1
HHAZI-250 TAB,2
HHCEFI 100 DRY SYP 30ML,2
HHLEVO TAB 10 SBW,3
HHZOLE CREAM 10GM,1
HIFENAC-SR TAB 10 SA,3
HITAP ER 50 TAB,1
HONEY DABUR 500GM,1
HOPACE-5 TAB,1
HORLICKS 1KG,1
HORLICKS JR. VANILA 500GM PET,1
HORLICKS LITE 500GM,1
HUCOG 10000HP IU INJ.,1
HUMAN ACTRAPID 40IU 10ML,2
HUMAN MIXTARD 40IU 10ML,1
HUMINSULIN 30/70 CART 5 S,1
HYDENT K ORAL GEL 100GM,4
HYNASAL DROP (DWD) 15ML,1
HYPONIDD TAB 30 S,1
HYRAX-10 TAB 10 SBW,4
I-WIN 100 CAP,1
I-WIN 200 TAB,2
IBUGESIC PLUS SYP 60ML,1
IBUGESIC PLUS TAB,1
IDROFOS 150 TAB 3 S,2
IMDUR 30MG TAB 30 S,1
