Item Name,Quantity
BECADEXAMIN CAP 30 S,1
BECLOMIN LOTION 15ML,1
BECOSULES CAP 20 S,11
BECOSULES PLUS CAP,1
BECOSULES SYP 120ML,2
BECOSULES Z CAP,6
BECOZYME C FORTE TAB 15 S,6
BEFACID GEL 200ML,2
BENADON 40 TAB 10 S,4
BENERIA GEL 30GM,1
BENFOMET FORTE TAB 10 S,2
BENFOMET PLUS TAB 10 SF,1
BENITOWA-8 TAB,2
BETACAP PLUS 10 10 SF,1
BETACAP-TR 40mg CAP 10 S,2
BETADINE LOTION 100ML,7
BETADINE GARGLE 50ML,1
BETADINE GARGLE 100ML,9
BETADINE OINT 20GM,2
BETAFREE EYE DROPS 5ML,1
BETAVERT 24MG TAB 10 S,1
BETAVERT-16 TAB 10 SF,1
BETNESOL INJ. 1ML,1
BETNOVATE C OINT 30GM,1
BETONIN AST SYP 400ML,2
BETONIN AST SYP 200ML,4
BETT INJ 0.5ML,1
BEVON SYP 200ML,4
BEVON CAP 15 S,1
BEVON DROP 15ML,1
BEVON-CD CAP 10 SBB,1
BIFILAC CAP 10 SF,8
BIFILAC SACHETS 3 S,5
BIFILAC GG SACH.,6
BIFILAC-HP CAP 10 SF,1
BILASHINE-20 TAB,2
BILASURE-M TAB,3
BIO D3 MAX TAB,2
BIO D3 XT TAB,13
BIO-D3 PLUS CAP 15 SBW,3
BIONAC-SP TAB,12
BISOHEART 5 MG TAB 10 S,2
BLADMIR-50 TAB,1
BMD RISE NASAL SPRAY 6ML,1
BONEVA PRO TAB,3
BRITZILAM 25 TAB,4
BRO-ZEET LS PLUS SYP 100ML,1
BROMVUE EYE DROP 5ML,1
BROZEET-LS SYP 100ml,1
BRUFEN 400MG TAB 15 S,1
BRUPAL KID TAB 10 S,1
BUDAMATE-200 TRANSCAP 30 S,1
BUDAMATE-200-TRANSHALER,1
BUDAMATE-FORTE R C 30 S,1
BUDECORT 0.5MG RESPULES,5
BUDECORT-200 INHALER,1
BUDETROL-200 R/C 30CAP,2
BULARID L TAB,1
BUPRON SR 150 TAB 10 S,3
C-CURE TAB,1
CACITATE PLUS TAB,3
CAFRAGIN TAB 10 S,1
CAFTA EYE DROP 5ML,1
CAL-123 P SYP 200ML,1
CALCIDEF TAB,3
CALCIMAX TOTAL TAB,1
CALCIMAX-500mg TAB 30 S,2
CALCIMAX-FORTE TAB 30 S,2
CALDUX-CT TAB,2
CALMATCH XT TAB 10 S,2
CALNASAL 60 MDI,1
CALOCAL D3 TAB,3
CALONAT-D3 TAB 15 SBOX,1
CALPOL DROP 15ML,1
CALPOL 500 TAB 15 S,6
CALPOL 650 TAB 15 S,23
CALPOL SYP 60ML,1
CALPSOR C OINT 30GM,1
CALTEN- D TAB 15 SBG,1
CAMDEM-5 TAB,1
CANDID B CREAM 10GM,1
CANDID LOTION 30ML,1
CANDID MOUTH PAINT 25 ML,1
CANDID POWDER 100GM,1
CANDID POWDER 50 GM,1
CANDIDERMA + CREAM (S) 10GM,1
CANDITRAL 200 (CAPS) 10 S,1
CANDITRAL-100 CAP,1
CANDYCOP TOOTHPASTE 70GM,1
CARDACE 1.25MG TAB,3
CARDACE 5 TAB,4
CARDIVAS-6.25MG TAB 10 S,3
CARMOZYME SYP 100ML,1
CARMOZYME SYP 200ML,1
CARMOZYME SYP 450ML,4
CARTIGEN-DUO TAB 10 SBOX,1
CARTIGEN-FORTE TAB 10 BOX,7
CC 74 TAB,2
CEDRIN-GM TAB,18
CEFAKIND- CV 500 10 SF,1
CEFI-200MG TAB 10 SA,1
CEFOCLOX-XL 200 CAP 10 SF,1
CEFOXIM 500 TAB 10 SF,1
CEFOZYT CV TAB 10 SF,2
CEFTUM-500MG TAB 4 S,4
CEFUTIL-250 TAB 10 S,1
CELIN CHEWABLE TAB 20 S,8
CELIN 500MG TAB 25 S,10
CELIN ZINC TAB,4
CELOL XT PLUS TAB,2
CENSPRAM 10 TAB 10 S,1
CEPODEM XP 325 10 S BOX,5
CEPODEM-200mg TAB 10 SF,2
CERELAC S-1(WHE APP CARROT),1
CERELAC S-2(RICE-VEG) 300GM,1
CERELAC S-4(M/GR.5 FRUTS),1
CETAPIN XR 1000 TAB,2
CETAPIN XR 500 TAB,3
CETZINE 10MG TAB,2
CETZINE SYP 60ML,1
CETZINE TAB 10 S,2
CHEERIO T. PASTE 75GM,1
CHERICOF SYP(L) 100ML,2
CHLOROCOL -(PLUS) DROP 5ML,1
CHROMINAC-A 10 SA,1
CHYMORAL FORTE 20 S,4
CHYMORAL-AP TAB 10 SN,3
CIDMUS 50MG TAB,3
CIFRAN-500mg TAB 10 S,1
CIFRAN-CTH TAB 10 S,1
CIFRAN-OZ TAB 10 S,5
CILACAR C 6.25MG,4
CILACAR T 80 TAB 10 S,3
CILACAR TC 6.25 10 S,9
CILACAR-20MG 10 S,5
CILACAR-5 TAB 10 S,4
CILACAR-T TAB 10 SBOX,5
CILAPAM FN TAB,1
CILAPAM-10 TAB,1
CILAPAM-20 TAB,1
CILIX T 10/40 TAB,1
CILOVAS 10 TAB,1
CIMUNE TAB,7
CINEMAX TAB,4
CINTODAC CAP 10 SF,1
CIPCAL-500 TAB 15 SBW,1
CITAFEEL FORTE,1
CITIMAC-P TAB 10 S,1
CIZASPA X TAB,2
CLAVAM 375MG TAB 10 S,1
CLAVAM DROP 10ML,1
CLAVILIP-20 TAB,6
CLAVIX GOLD 20 TAB,2
CLINDAC- A GEL 15GM,2
CLONAFIT-0.50 MD TAB 10 SA,1
CLOP-G CREAM 25GM,5
CLOPILET TAB 15 SF,4
CLOPILET A 75 TAB***,2
CLOPILET- A 75 CAP***,6
CLOPITAB- A 75 15 SF,5
CLOPITORVA-10mg CAP 10 SF,4
CLOPIVAS-75 TAB 15 SF,2
CMC EYE DROPS 10ML,1
COBADEX-CZS TAB 15 S,1
COECORTT-6 TAB,13
COED3 SYP. 5ML,10
COLAROS TAB,7
COLIMEX DROP 10ML,1
COLIMEX TAB 10 S,4
COLIZA DROP 30ML,4
COLOSPA - X TAB 15 S,1
COMBIFLAM TAB. 20 S,2
COMBIMIST L RESPIC CAP***,3
CONCOR 5MG TAB 10 S,3
CONCOR-COR 1.25 10 SB,3
CONCOR-COR 2.5MG 10 S,12
CONFLU 150MG 1 S,2
CONSEVEL CAP 10 SF,2
CONZOLE-M LOTION 50ML,1
COR-3 TAB 15 S,1
CORCIUM PLUS CAP 10 S,5
CORIMINIC DROP15ML,3
CORIMINIC LS SYP 100ML,1
CORMUZIK CREAM 10GM,1
CORSYL SYP 100ML,8
CORTECYCLINE EYE/OINT 3GM,1
CORTYLIV TAB,4
CORUS CAP 10 SBB,3
CORVADIL A TAB 15 S,2
COTTON (BENGAL)100GM,1
COTTON (BENGAL)400GM,1
COVANCE-AT TAB 10 SBB,3
COVERSYL 2MG TAB 10 S,1
CREMAFFIN SYP(W) 200ML,1
CREMAFIN PLUS LIQ. 225ML,2
CREPE BANDAGE 10CM (4 ),1
CROCIN 650 15 SBN,2
CTD-6.25 TAB 15 S,3
CTD-T 6.25/40 TAB 10 SBOX,1
CURENZ TAB,1
CUTISOFT CREAM TUBE,2
CYCLOPAM TAB,2
CYPON DROPS 15ML,1
CYRA TAB 10 S,7
CYRA 40MG TAB 10 S,3
CYRA-D CAP 10 SF,11
CYTOGARD OD 60MG,3
CYTOLOG-200MG 4 SA,2
CZ 3 TAB 10 SBW,1
D-BOSE 0.3 TAB,1
D-PROTIN (CHOCO) 500GM,6
D-RISE 2000 TAB 10 SB,2
D-RISE 60K CAP 4 SBOX,3
D-VENIZ 50MG TAB 10 SBW,1
D. PROTIN CHOCOLATE 200GM,3
DABIGO 110 TAB 10 S,1
DAILYCAL-500 TAB 15 SBW,1
DAKSON ORL SYP 200ML,2
DAMITA-5 TAB,1
DAPAGREAT-10 TAB,2
DAPAGREAT-5 TAB,1
DAPANOVA M 5/500 TAB,1
DART TAB 10 S,3
DAXID-100 TAB,2
DAZIT-5 TAB 10 SBOX,7
DAZIT-5 TAB,9
DECA DURABOLIN 25 INJ.1ML,2
DECA-DURABOLIN 50 2ML,1
DECDAN 0.5MG TAB 10 S,12
DECOLIC DROP 10ML,2
DECOLIC TAB 10 S,5
DEFCORT 12MG TAB 6 S,2
DEFZA-12 TAB,2
DEKSEL ORAL SOLU 5ML.,4
DELETUS-D SYP 100ML,1
DEPAXIL-CR 12.5 10TAB,1
DEPLATT A 75 TAB,2
DEPLATT CV 20 CAP 10 S,4
DEPLATT-75mg TAB 15 S BOX,2
DEPSONIL 25MG 10 S,1
DEPURA CAL 10,3
DERIPHYLLIN RTD 150 30 BW,2
DERITAS-7.5 TAB 10 SA,1
DERIVENT PEAD SYP 100ML,1
DERMADEW FACE WASH 100ML,1
DEROBIN OINTMENT 30GM,1
DESLOR 5 TAB 10 SB,1
DESVAL-ER 500 10 SBW,4
DETTOL LIQUID 125ML,6
DEXORANGE SYP 200ML,2
DEZLORID-10 TAB 10 S,3
DFAX LS 50 TAB,1
DIAMICRON MR-30 10 S,1
DIAMICRON XR 60 TAB 14 S,4
DIAVIT -PLUS CAP 10 SBB,3
DICAL-D TAB,2
DICALIS TAB,6
DICLOGESIC TAB 10 SBW,20
DICLORAN-GEL(2%) 30GM,1
DIGENE (MINT) TAB 15 S,1
DIGENE MINT TAB 15 S,1
DILZEM CD 120MG CAP 10 SA,3
DILZEM SR TAB,1
DILZEM-SR 90MG TAB,5
DIOVOL FORTE LA SYP 170ML***,3
DIOVOL FORTE SYP(MINT)SF 170ML,1
DIPROBATE - G PLUS CREAM 30GM,2
DISPOVAN SYRINGE 2ML,20
DISPOVAN SYRINGE 5ML,4
DISPOVAN SYRINGE 10ML,2
DISPRIN TAB 10 S,2
DIZIRON-25 TAB,2
DOLO-650mg TAB 15 SBN,2
DOLONEX INJ 2ML,3
DOLONEX -DT TAB 15 S,1
DOLOPAR-500 TAB,1
DOMPAN TAB 10 SF,3
DOMPAN-SR TAB 10 SF,3
DOMSTAL 10 DT TAB,3
DOMSTAL 10 TAB 10 S,8
DOMSTAL DT 10MG TAB,2
DONAMEM-10 TABS 10 S,6
DONAMEM-5 TAB 10 SBOX,2
DORFREE MR 8 TAB,15
DORSUN T EYE DROP 5ML,1
DORZOX EYE DROP 5ML,2
DORZOX-T EYE DROPS 5ML,1
DOXT-SL CAP 10 SF,45
DOXY-1 L-DR FORTE 10 SF,3
DOXYCEPT CAP 100MG,3
DOXYCEPT TAB 8TAB,2
DOZOLAMIDE T EYE DROP 5ML,1
DRESIN GARGEL 100ML,1
DRIVE-DSR TAB,2
DRONIS-30 TAB 21 S,1
DROTIN SYP 100ml.,1
DROTIN DS TAB 15 S,12
DROTIN TAB,2
DSX 10TAB,1
DUBINOR TAB 10 S,1
DUKAST L TAB,1
DULANE-M 20 CAP 10 SB/R,2
DUOLIN 3 RESPULES 3ML,6
DUOLIN CFC FREE INHALER 200MD,1
DUOLIN ROTACAPS 30 S,1
DUONASE N/SPRAY 1 S,1
DUPHALAC SYP 450ML,1
DUVADILAN-RETARD TAB 10 S,2
DUZELA-20 CAP 10 SB,15
DUZELA-M 20 CAP 10 SB,1
DV 2K CAP 10 S,2
DV 400 SYP 30ML,1
DV 60K CAP,7
DVIVE 60K TAB,1
DVIVE CAL TAB,1
DYDROFEM-10 TAB,1
DYNAGLIPT TAB 10 S,3
DYNAPAR QPS SPRAY 30ML,1
DYTOR PLUS LS TAB,1
DYTOR-10MG TAB 15 SB,2
DYTOR-5 TAB 15 SBW,7
DYTOR-PLUS 10 TAB 15 SB,2
E-DICLO GEL 30GM,7
E-PANTO 40 TAB,27
E-PRIME 1000 CAP,10
EASUM FOOD 400GM,2
EBERNET CREAM 30GM,1
EBERWIN CREAM 30GM,1
ECONORM SACHETS 1 S,4
ECOSPRIN 75MG TAB 14 S,10
ECOSPRIN-AV 75 CAP 15 S,25
ECOSPRIN-AV 75/20 CAP 10 SF,14
ECOSPRIN-GOLD 20 TAB 15 S,4
EFNOCAR-40 TAB 10 S,6
EKLOT-500 TAB 10 SF,1
ELAXIC MR TAB,1
ELECTRAL GRANULES 21.8GM,11
ELECTRO ORS LIQUED 200ML,2
ELIWEL 25 TAB 10 SF,7
ELOCON CREAM (L) 10GM,2
ELOCON OINTMENT 10GM,1
ELTROXIN 100MG 100 S,1
ELTROXIN 25MG 120 S,1
ELTROXIN 50MG 100 S,3
EMANZEN FORTE TAB 10 S,1
EMANZEN-D TAB 10 SF,1
EMESTAT OD TAB,1
EMOLENE CREAM 100GM,1
ENAM 5MG TAB 15 S,4
ENCELIN 50 TAB,1
ENCELIN M 50/1000 TAB,2
ENCELIN M 50/500 TAB,2
ENCORATE CHRONO 500 10 S,6
ENERZAL ORANGE POWDER 50GM,1
ENERZEST POWDER 50GM,2
ENFAGROW A+ 400GM,2
ENFAMIL A+ (S-1) 400GM,1
ENO LEMON SACHET 1 S,12
ENSURE PLUS VANILA 400GM JAR,1
ENSURE-VANILA-1KG,1
ENTEROQUINOL TAB,2
ENZAR FORTE TAB 15 SF,3
ENZOMAC PLUS 10 SBOX,1
ENZOMAC TAB,2
EPTUS 25 TAB,3
ERGOSTAT TAB 10 S,1
ERITEL H TAB 15 S,2
ESLO-2.5 TAB 15 S,1
ESLO-5 TAB,4
ESOGA-RD CAP 10 SF,1
ESREDEP PLUS TAB,2
ETFORMIN 500MG 10 S,1
ETILAAM-0.5MG TABS 10 S,1
ETIZOLA 0.25 TAB,6
ETIZOLA 0.5 TAB,19
ETIZOLA-BETA 0.5 10 SBB,6
ETOGESIC ER-600 TAB 10 S,2
ETOSA-P TAB,123
ETOSHINE-MR TAB 10 S BOX,4
ETOVA-ER 600 TAB 10 SA,2
EUREPA 0.5 TAB,6
EUREPA V 1/0.3TAB,9
EVA-Q SYP 200ML,1
EVA-Q PLUS SYP 60ML,1
EVECARE SYP 200ML,1
EVION-200MG CAP 10 S,3
EVION-400MG CAP 10 S,140
EVION-LC TAB 10 S,6
EVITE-400 TAB,19
EYEMIST EYE DROP 10ML,1
EYEMIST FORTE DROP 10ML,1
EZACT-90 TAB 10 SBW,1
EZACT-MR TAB 10 SBY,1
FAA-20 TAB 10 S BOX,2
FAMOCID 20MG TAB 14 s,10
FAMOCID 40MG TAB 14 S,24
FAMONEXT 20 14 S,4
FAMTAC 40MG TAB 14 S,7
FARONEM ER TAB,2
FEBUGET-40 TAB 10 SBY,8
FEBUMAC-40 TAB 10 S BOX,13
FEBUNA -40 TAB,23
FEBUSTAT-40MG TAB,3
FEBUTAZ-40 TAB 10 S BOX,5
FEFOL-Z CAP 15 S,1
FELIZ S PLUS TAB,2
FELIZ-S PLUS 5 10 SF,3
FELIZ-S-5mg TAB 10 Sby,4
FEMICYN SYP 450ML,1
FEN XN GEL 30GM,24
FENZA WASH 100ML,2
FERINOVA XT TAB,1
FERIUM XT TAB 10 SBOX,7
FERONIA XT DROP 15ML,1
FERTISURE-F TAB 10 SBR,1
FESTAL N TAB 10 S,1
FIBRODONE-200 TAB,1
FIBROGESIC SR TAB 10 S,1
FITSITE CAP,1
FLAGYL 400MG TAB 15 S,2
FLAVEDON-MR TAB 10 SBY,17
FLEXABENZ GEL 30GM,2
FLEXON TAB 15 S,2
FLEXON-MR TAB 10 S,1
FLODART TAB 10 SBOX,3
FLODART PLUS TAB 10 SF,2
FLOSLO 5 TAB 10 S,1
FLOXIN-60 TAB 10 SBG,1
FLUDAC-20MG CAP 15 S,3
FLUNARIN-5MG TAB 10 S,3
FLUNIL SYP 60ML,1
FLUNIL-60MG CAP 10 SBY,3
FLUPAN-150 CAP,3
FLUTICONE-FT N/SPRAY 120MD,1
FLUTIVATE CREAM 10GM,1
FM - 40 TAB 14 S,1
FOL-123 MF TAB 10 S,2
FOL-XT TAB,1
FOLCURE-5 TAB 10 S,2
FOLITRAX 5MG 10 S,1
FOLITRAX-10 TAB 10 SBB,2
FOLITRAX-15 TAB 10 S,2
FOLVITE ACTIVE TAB,1
FOLVITE MB CAP 15 S BOX,2
FOLVITE TAB 45 SBY,10
FOMTIDE 200 INHALER,1
FORACORT 200 INHALER,6
FORACORT 400 INHALER,1
FORGLYN INHALER 120,2
FORMOFLO 250 ROTACAPS,1
FORMONIDE 0.5 RESPULES 7 S,1
FORMONIDE-200 INHALER,1
FORMOSONE 250 INHELAR,1
FORMOSONE 250 R/C,1
FOSIROL POWDER 8GM,1
FOURTS-B TAB 15 S,1
FOXSTAT-40 TAB 10 SBP,1
FRISIUM 10 TAB 15 S,2
FRUSELAC TAB 10 S,5
FUNGICROS 30GM,1
FUR XT TAB,1
FUSIGEN OINT 10GM,1
GABANEURON-100 TAB 10 SA,2
GABANTIN FORTE TAB 10SF,6
GABAPIN NT TAB 15 S,4
GABAPIN-ME 100 TAB 10 SF,1
GABAPIN-ME 300 TAB 10 S,7
GALVUSMET 50/1000 TAB,4
GARDENAL SYP 60ML,2
GARDINAL 30MG TAB,2
GASPAZ-DS CAP 10 SF,2
GATILOX-DM DROP 10ML,2
GAUZE (BENGAL) 90CM,3
GELUSIL MPS SYP 400ML,3
GELUSIL MPS TAB,4
GEMCAL D3 TAB,1
GEMCAL XT TAB,15
GEMER 0.5 TAB,3
GEMER DS 4 TAB,1
GEMER P2 TAB 10 S,3
GEMER V2 TAB,3
GEMER- 1 TAB 10 S,5
GEMER- 2 TAB 10 S,3
GEMINOR 1MG TAB 10 SBW,8
GEMINOR M4 FORTE 15 S,2
GEMINOR-2 TAB,2
GEMINOR-M2 TAB 15 SBB,3
GENTEAL EYE DROP 10 ML.,1
GEPRIDE M4 FORTE,3
GERBISA-5MG TAB 10 SBB,1
GESTOFIT- SR 200 TAB 10 S,3
GI CURE DSR TAB,1
GIBTULIO-25 TAB 10 S,1
GINKOBA-M CAP 10 SA,1
GINKOCER PLUS TAB,5
GLADOR 1 TAB,1
GLIMESTAR-PM 1 TAB 10 S,3
GLIMFIRST M1 FORTE TAB 10 S,1
GLIMFIRST MP2 TAB,1
GLIMFIRST MV2 TAB,2
GLIMILIFE M2 TAB,3
GLIMISAVE M1 TAB 15,2
GLIMY-4mg TAB 10 SBY,3
GLIPTAGREAT-M 500 TAB,2
GLIZID 40MG 10 S,6
GLIZID-M TAB 15 SBW,4
GLUCO ONE STRIPE 50 S,1
GLUCOBAY 50mg TAB 10 S,3
GLUCOGURD M1 FORTE TAB,2
GLUCON-D 100GM,2
GLUCON-D 200GM (JAR),1
GLUCONORM G 0.5 TAB 10 S,2
GLUCONORM-G 2 TAB 15 S,1
GLUCONORM-G 4 FORTE 15 S,4
GLUCONORM-G 4 TAB 10 SB,2
GLUCONORM-SR-1G 15 S,1
GLUCORED FORTE 10 S,4
GLUCRETA TAB 10TAB,3
GLYCIPHAGE 250mg 10 S,5
GLYCIPHAGE 500MG 20 S,7
GLYCIPHAGE 850MG TAB 10 S,5
GLYCIPHAGE G2 TAB 10 S,5
GLYCIPHAGE PG2 TAB,5
GLYCIPHAGE SR 1GM 10 S,1
GLYCIPHAGE SR 500 10 S,4
GLYCIPHAGE VG2 TAB,3
GLYCOMET 1 GM TAB,2
GLYCOMET TRIO FORTE 1 10 S,3
GLYCOMET-GP-4 FORTE TAB10 S,8
GLYCOMET-TRIO-2mg TAB 10 SB,2
GLYNAMIC M1 FORTE TAB 10 S,2
GLYNAMIC MV1 TAB 10 S,11
GLYNAMIC MV2 TAB,3
GLYNASE TAB 10 S,5
GLYNASE- MF TAB 10 S,13
GLYROVA CV TAB,1
GLYROVA-10 TAB,2
GLYTOPAN DSR TAB,1
GLYTOPAN-L CAP,1
GLYXER MP2 TAB,3
GORGEUS FACE CLEANSER GEL 100G,1
GP-1 TAB 10 S,2
GRENIL TAB 10 S,4
GRILINCTUS LS SYP 100ML,3
GRIPE WATER 130ML,1
GRIPE WATER (L) 200ML,1
GRISOVIN-FP 250 10 SBW,2
GTN SORBITRATE-CR 2.6 30 S,2
HCQS 400 TAB 10 S,3
HCQS-200 TAB 15 S,7
HEXIDINE M/WASH 160ML,1
HHAZI 250MG 6 S,1
HHLEVO TAB 10 SBW,1
HHLINCTUS JUNIOR SYRUP 100ML,1
HHLINTUS LS SYP 100ML,1
HIFENAC-P TAB 15 S,3
HIFENAC-SR TAB 10 SA,3
HISTAC-150MG TAB 30 S,1
HOMIDE DROP 5ML,1
HORLICKS 500GM,1
HORLICKS 1KG,1
HORLICKS CLASIC(MALT) 500GM,1
HORLICKS LITE (JAR),1
HORLICKS LITE 450GM,1
HORN- O TAB 10 S,2
HUMAN ACTRAPID 40IU 10ML,1
HUMAN MIXTARD 40IU 10ML,2
HYDROGEN PEROXIDE 100ML,1
HYNASAL DROP (DWD) 15ML,3
I-FERO TAB,1
IBUGESIC SYP 100ML,1
ICE GEL 25GM,1
IDROFOS 150 TAB 3 S,1
IGURATI-25 TAB,1
IHD SR 30 OD TAB 10 BB,1
ILADAC 10 MG TAB 10 SA,2
IMDUR 30MG TAB 30 S,1
IMMUGARD 200MG CAP,2
IMMUNE CZ TAB,1
INNOVFOL HB CAP 10 S,6
IROZORB PLUS TAB,1
IROZORB TAB 10 S,1
ISABGOL(BAIDYA) 100GM,2
ISTAMET-50/1000 TAB 15 S,3
ISTAVEL 50 TAB 7 S,1
ISTAVEL 100 TAB 7 S,5
IT-MAC 100 CAP,4
ITONE EYE DROPS 10ML,1
ITROVAAN 100 TAB,1
IVABID-5 TAB,4
IVEPRED-4 TAB 10 S,1
IVERFINE-12 TAB,16
IVERHOPE-12MG TAB,5
IVERMETROL-12 TAB,4
IVERNEW 12MG TAB,1
J-RING M FORTE TAB,2
JALRA M 50/1000,5
JANUMET 50/1000 15 S,4
JANUMET 50/500 15 S,2
JESTINE PLUS TAB,9
JOINTACE C2 PLUS TAB 10 S,1
JOINTACE DN SUPER TAB,9
JOINTACE- DN TAB 15 SF,2
JUBIGLIM MV1 PLUS,1
K-STAT 250 TAB 10 S,1
