Item Name,Quantity
AZIFAST 500MG        3 S,2
AZITHRAL 500MG TAB 5 S,3
AZOM 500 TAB,1
AZTOR-10 TAB 15 S,7
AZTOR-ASP 75  CAP   10 SF,2
AZULIX 2MF TAB 15 S,2
AZULIX-2 TAB   10 SBW,6
AZULIX-4MF TAB,2
B-BACT OINT        5G,1
B-COUGH 100ML SYP,1
BACLOF-10MG  TAB   10 SBW,1
BAND-AID PLAIN      1 S,9
BANDAGE (ROLLER) 4,1
BANDY  SYP         10ML,1
BANDY PLUS  TAB   1 SA,1
BDFIX 200MG  10S,6
BECADEXAMIN CAP      30 S,2
BECOSULES CAP     20 S,2
BECOSULES PLUS CAP,1
BECOSULES SYP       120ML,3
BENADON 40  TAB      10 S,5
BENFOMET PLUS TAB 10 SF,1
BENTOZ 20 TAB 15 S,1
BETADINE   LOTION     100ML,11
BETADINE GARGLE      50ML,2
BETADINE GARGLE     100ML,9
BETADINE OINT 20GM,2
BETAHIST  FORTE     10 S,5
BETAMIL GM CREAM    25GM,1
BETNESOL ORAL DROP   10ML,1
BETNESOL TAB         20 S,1
BETNOVATE C OINT 30GM,4
BETNOVATE N OINT.    20GM,1
BETT INJ         0.5ML,2
BEVON  SYP  200ML,3
BEVON CAP 15 S,1
BEVON DROP           15ML,1
BIFILAC  CAP      10 SF,5
BIFILAC  SACHETS  3 S,6
BIFILAC-GG DUO SACHETS,2
BILASURE-M TAB,2
BILERT-20 TAB,2
BIO D3 XT TAB,2
BIONAC-SP TAB,3
BIOTAX O 200 CD TAB. 10 S,3
BISOHEART 5 MG TAB 10 S,3
BONEVA PRO TAB,1
BOROLINE  CONT  10GM   1 S,1
BOROLINE  CONT  40GM   1 S,1
BOROLINE CREAM       21GM,5
BP-LAX SYP 200ML,3
BRAKKE TAB           10 S,3
BRO-ZEET LS PLUS SYP 100ML,1
BRUFEN 400MG TAB     15 S,1
BRUPAL KID TAB       10 S,1
BTN-FORTE  TAB     10 SF,3
BUDAMATE-200 TRANSCAP 30 S,2
BUDAMATE-400 TRANSHALERPH,1
BUDECORT 0.5MG RESPULES,5
BUDECORT-200  INHALER,1
BUDETROL 200   INHEALER,2
BUDETROL-200 R/C       30CAP,1
BUPRON SR 150 TAB 10 S,3
CABERLIN 0.5 TAB,1
CACITATE PLUS TAB,1
CADCIUM TAB 10 S,1
CAFTA EYE DROP 5ML,1
CAL-123   TAB   15 S BOX,2
CALCIDEF TAB,5
CALCIMAX D 1000 TAB 30 S,2
CALCIMAX PLUS SYP 200ML,1
CALCIMAX-FORTE TAB  30 S,1
CALCIMAX-P TAB 15 S,2
CALCIUM LACTATE (BD) 25g.,1
CALCIUM LACTATE (BD)100g.,1
CALDIKIND  CAP    10 SBOX,1
CALDIKIND-PLUS  CAP   10 S,1
CALDUX-CT TAB,2
CALINTA MAX  CAP 10 SBOX,1
CALOCAL D3 TAB,2
CALOSOFT -AF LOTION     100ML,1
CALPOL    DROP       15ML,1
CALPOL 500  TAB  15 S,3
CALPOL 650  TAB   15 S,22
CALPOL-250mg  SYP      60ML,1
CALREP HD TAB,1
CANDIBIOTIC PLUS EAR DROP 5ML,1
CANDID B LOTION   30ML,1
CANDID CREAM 30GM,2
CANDID LOTION 30ML,2
CANDID POWDER       100GM,2
CANDID-CL  GEL  30GM,1
CANDIFORCE 200 TAB,2
CANDITRAL SB 130MG CAP,2
CANDITRAL SB 50MG TAB,3
CANDITRAL SB 65 TAB,1
CANESTEN-S CREAM     15GM,1
CANVAZ GEL 15GM,1
CARDACE 5 TAB,2
CARDIVAS IN 12.5 + 5 TAB,12
CARDIVAS-3.125MG TAB 10 S,1
CARIPAPA TAB 15 S,1
CARMOZYME NXG SYP 200ML,1
CARMOZYME SYP      100ML,1
CARMOZYME SYP     450ML,3
CARTIGEN PRO TAB,3
CARVIDON MR TAB,5
CCM 30 TAB           30 S,1
CEDRIN-GM TAB,7
CEFAKIND  250 TAB 10 SA,1
CEFOCLOX TAB XL 10 S,1
CEFOLAC 100mg  SYP   30ML,1
CEFOZYT CV   TAB    10 SF,1
CEFTAS-100MG TAB 10 S,1
CEFTAS-200  TAB       10 S,1
CEFUTIL-250 TAB 10 S,1
CELFAST MR TAB,1
CELIN 500MG TAB     25 S,2
CEPODEM XP 325  10 S BOX,7
CEPODEM-100  TAB   10 S,1
CEPODEM-200mg TAB  10 SF,1
CERELAC S-2 (WHE/APP/CHRY),2
CERELAC S-4(M/GR.5 FRUTS),1
CERELAC S-4(M/GR.DAL VEG),2
CERELAC(S-2) W/R VEG KHI 300G,1
CERUVIN A CAP 15 S,1
CERVIFERT T 10 TAB,1
CETIL 500MG  TAB    10 S,1
CETZINE TAB,6
CHEERIO T. PASTE 75GM,1
CHERI CAPS (NEW)  10 S,1
CHLOROCOL -(PLUS) DROP 5ML,1
CHYMORAL FORTE       20 S,5
CHYMORAL FORTE DS TAB 10 S,3
CHYMORAL-AP TAB   10 SN,4
CHYMORAL-BR  TAB  10 SBM,4
CIBOZ -200 TAB,1
CIDMUS 50MG TAB,4
CIFRAN CT TAB,1
CIFRAN-500mg TAB   10 S,3
CIFRAN-CT  TAB    10 S,1
CIFRAN-OZ   TAB      10 S,3
CILACAR 20MG TAB 10 S,3
CILACAR C 6.25MG,2
CILACAR T 80 TAB 10 S,6
CILACAR TC 6.25 10 S,6
CILACAR-20MG    10 S,2
CILACAR-5 TAB    10 S,3
CILACAR-T  TAB    10 SBOX,9
CILAHEART T TAB,3
CILAPAM FN TAB,3
CILAPAM PLUS TAB,3
CILAPAM-H  TAB  10 SBOX,4
CILATE-K2   TAB      10 SA,1
CILENTRA  10MG      10TAB,2
CILENTRA PLUS TAB 10 S,2
CINEMAX TAB,3
CIPCAL-500 TAB     15 SBW,1
CIPLOX 500MG TAB     10 S,1
CIPLOX EYE/EAR DROPS  5ML,1
CITAFEEL FORTE,2
CITAPURE FORTE TAB  10 SBN,1
CLAVAM 625MG TAB     10 S,2
CLAVAM DRY SYP.      30ML,1
CLAVILIP 10 TAB,1
CLAVILIP-20 TAB,3
CLINDAC- A  GEL       15GM,2
CLINGEN FORTE       7 S,1
CLO DIP 1MG,2
CLODAX 0.25MG TAB,1
CLODUX -0.25,1
CLONAX MD 1 TAB 10 S,2
CLONIL 75 SR TAB   10 SBR,3
CLONOTRIL-0.25 MG TAB,2
CLOP-G CREAM 25GM,3
CLOPILET   TAB      15 SF,2
CLOPILET- A 75 CAP***,6
CLOPITAB 75MG TAB 15 S,2
CLOPITAB- A 75     15 SF,1
CLOPITAB-A 75MG       15 SB,10
CNZ 0.5 TAB,1
CODESOFT  CAP      10 SBG,1
COECORTT-6 TAB,12
COED3 SYP. 5ML,19
COLAROS TAB,2
COLAX  TAB         10 SBB,1
COLDEX MINT SYP 100ML,1
COLICAID DROP        15ML,2
COLIMEX TAB          10 S,6
COLIZA DROP 30ML,2
COLOSPA 135MG TAB 15 S,2
COMBIFLAM   SYP  60ML.,1
COMBIFLAM TAB.  20 S,5
COMBITIDE 250  INHALER  1 S,1
COMBUTOL 600MG       10 S,2
COMPLAN  PLAIN    500GM,3
CONCOR-COR 1.25   10 SB,3
CONCOR-COR 2.5MG   10 S,9
CONSISTAM -D,2
CONZOLE M CREAM(L) 15 GM,1
COOLORA M/W 100ML,1
CORALIUM-D3  TAB  10 SBOX,3
CORBIS AM 5 TAB,1
CORBIS-5 TAB,5
CORCIUM  PLUS    CAP   10 S,2
CORCIUM TAB 15 S,1
CORDARONE 100MG TAB  10 S,2
COREX-DX  SYP      100ML,1
CORIMINIC DROP15ML,2
CORIMINIC LS SYP 100ML,2
CORMUZIK CREAM 10GM,1
CORSYL SYP 100ML,2
CORTYLIV SYP  60ML,1
CORVADIL A TAB 15 S,1
COTTON (BENGAL) 50GM,1
COTTON (BENGAL)100GM,1
COVANCE-AT TAB   10 SBB,3
COVERSYL  2MG  TAB  10 S,1
CREMAFFIN SYP (W) 225ML,2
CREMAFIN PLUS LIQ. 225ML,3
CREPE BANDAGE   10CM (4 ),1
CRIZ-M SYP      60ML,1
CTD-12.5  TAB       15 S,1
CTD-6.25 TAB 15 S,2
CTD-T 12.5/40 TAB    10 SA,1
CURENZ TAB,2
CUTISOFT CREAM       TUBE,1
CV MAX 625 TAB,2
CWIN SHAMPOO 100ML,1
CYBLEX M 30 XR TAB,1
CYRA  TAB             10 S,4
CYRA 40MG TAB 10 S,1
CYRA-D  CAP    10 SF,6
CYRA-LS  TAB  10 SA,1
CYTOLOG-200MG      4 SA,1
CZ 3  TAB    10 SBW,2
D-BOSE 0.3 TAB,2
D-RISE 2000 TAB     10 SB,6
D-RISE 60K   CAP  4 SBOX,1
D3 BABY 30 ML,1
D3 MUST DROP    15ML,1
DAFLON-1000MG   TAB  10 SBM,2
DALACIN-C 300mg CAP10 S,3
DAMITA M 10/500 TAB,1
DAPABITE 10 TAB,3
DAPAMAC-10 TAB,1
DAPANORM M 10 TAB,1
DAPEFY-10 TAB,1
DAPSONE-100 TAB,1
DAZIT-5 TAB,10
DECDAN INJ            2ML,4
DECOLIC TAB      10 S,1
DEFCORT 12MG TAB 6 S,2
DEFCORT 6MG TAB 10 S,1
DEKSEL ORAL SOLU  5ML.,1
DENIFAX 50 TAB,2
DEPAXIL CR PLUS 12.5 TAB 10 S,1
DEPLATT A 75 TAB,2
DEPURA 60K SF 5ML,2
DEPURA CAL 10,3
DERIPHYLLIN RTD 150  30 BW,2
DERIPHYLLIN TAB,3
DERIPHYLLIN- M  TAB  10 SF,1
DERMADEW ALOE LOTION 50ML,1
DESKAST TAB,1
DESVAL-ER 250 TAB,2
DESVAL-ER 500   10 SBW,1
DETTOL LIQUID       250ML,2
DETTOL LIQUID       550ML,1
DETTOL LIQUID  60ML,1
DEXONA TAB,1
DEXORANGE  CAP,1
DEXORANGE SYP 200ML,2
DEZLORID-10 TAB 10 S,3
DIAMICRON XR 60 TAB 14 S,7
DIAPRIDE M1 FORTE TAB,1
DIAPRIDE-M1 FORTE  10 SB,1
DIAVIT -PLUS   CAP  10 SBB,2
DICAL CIPLEX TAB,1
DICAL-D TAB,1
DICET-L TAB,1
DICLOGESIC  TAB    10 SBW,7
DICLOMOL TAB       10 S,2
DICLORAN A TAB       10 S,1
DICONAL NASAL DROP   10ML,1
DIGENE (MINT) TAB 15 S,1
DIGENE MINT TAB 15 S,2
DIGENE-FIZZ(ORANGE) 1PC,4
DILZEM-SR 90MG TAB,5
DIMOL TAB            10 S,4
DIOF DS SYP 60ML,1
DIOVOL FORTE SYR(MINT)SF450ML,1
DIOVOL SYP MINT(S) 170ML,2
DIPROVATE PLUS G CREAM 15GM,1
DISPOVAN SYRINGE      2ML,18
DISPOVAN SYRINGE      5ML,9
DISPOVAN SYRINGE     10ML,7
DISPRIN TAB          10 S,2
DIZIRON TAB,2
DIZIRON-25 TAB,1
DIZITAC TAB      10 SBW,1
DOBESIL CAP          10 SB,2
DOFENAC EYE DROPS 5ML,1
DOLO-650mg  TAB  15 SBN,1
DOLOPAR TAB          10 S,1
DOMLI-R TAB 10 S,1
DOMPAN  TAB          10 SF,7
DOMPAN-FORTE TAB  10 SF,7
DOMPAN-SR   TAB  10 SF,1
DONAMEM-10 TABS      10 S,8
DONAMEM-5  TAB   10 SBOX,3
DORFREE MR 8 TAB,5
DORSUN DROP 5ML,1
DORZOX  EYE  DROP    5ML,2
DOSYL CAP,4
DOXINATE-OD TAB,1
DOXOLIN 400 TAB    30 SBW,1
DOXT-SL  CAP  10 SF,14
DOZOLAMIDE T EYE DROP 5ML,1
DROTIN DS TAB 15 S,16
DROTIN PLUS TAB,1
DROTIN TAB,2
DROTIN-M TAB  10 SBR,1
DUB-5 TAB        10 S     BOX,4
DUKAST L TAB,1
DULANE - 30    CAP    10 SB,2
DULOREN-20 TAB,1
DUOBES-625 TAB,1
DUOLIN 3 RESPULES 3ML,15
DUOLIN CFC FREE INHALER 200MD,1
DUOLIN ROTACAPS  30 S,1
DUOMATE  TRANSCAPS   20 S,1
DUPHASTON 10mg TAB 10 S,2
DURAPAIN TAB 10 S,1
DURJAY TAB 3 S,1
DUVENTA 20 TAB 10,1
DUZELA-20    CAP    10 SB,6
DV 60K CAP,1
DYDROBOON 10 TAB,1
DYDROFEM-10 TAB,3
DYDROGEST-10 TAB,1
DYTOR-10MG  TAB      15 SB,2
DYTOR-5  TAB   15 SBW,3
DYTOR-PLUS 10  TAB   15 SB,4
E-COD OMEGA CAP 30 S,1
E-DICLO GEL 30GM,1
E-PANTO 40 TAB,26
E-PRIME 1000 CAP,5
EBERNET CREAM 30GM,1
ECOD PLUS CAP 15 S,3
ECOSPRIN 75MG TAB    14 S,4
ECOSPRIN-AV  75  CAP  15 S,23
ECOSPRIN-AV 75/20 CAP 10 SF,13
ECOSPRIN-GOLD  20 TAB 15 S,2
ECOSPRIN-GOLD 10 TAB  15 S,1
EDON-D TAB,1
EFNOCAR-40 TAB 10 S,1
ELAXIC MR TAB,5
ELECTRAL GRANULES 21.8GM,21
ELECTRAL GRANULES 4.4GM,4
ELIWEL 10MG  TAB   10 SF,1
ELIWEL 25  TAB     10 SF,2
ELOVERA  CREAM       150GM,1
ELTROXIN 25MG      120 S,2
EMAXGALIN TAB,1
EMESTAT OD TAB,2
EMIKIND MD 5mg. TAb  10 SF,3
EMODEL DS LOTION 200GM,1
EMODEL LOTION       125ML,1
EMTY SOLUTION 200ML,1
EMTY SYP 100ML,1
ENAM 5MG TAB         15 S,3
ENCELIN M 50/1000 TAB,3
ENCELIN OD 100 TAB,2
ENCORATE CHRONO 500  10 S,6
ENFAGROW A+    400GM,1
ENFAMIL A+ (S-1)    400GM,1
ENSURE DIABETIC CARE 200GM,1
ENSURE-VANILA-1KG,2
ENTEROMYCITIN EAR DROP 5ML,1
ENTEROQUINOL TAB,1
ENTROFLORA CAP 10 SF,1
ENZELO-10000 CAP,1
ENZOFLAM  TAB     10 SBB,1
ENZOMAC PLUS  10 SBOX,3
EPTOIN  100MG  TAB    100 S,1
EPTUS 25 TAB,1
ERITEL -40 TAB,2
ESCOT CREAM        30GM,1
ESCOT MS CREAM 20GM,1
ESLO-2.5 TAB 15 S,3
ESLO-5 TAB,4
ESOFINE LS 10 S,2
ESOFINE-40 TAB,1
ESOZ-40MG TAB     15 SA,3
ESOZ-D 40 TAB,1
ESREDEP PLUS TAB,5
ETILAAM-S 5 TAB,2
ETIZOLA 0.25 TAB,1
ETIZOLA 0.5 TAB,10
ETORVEL MR TAB,1
ETOSA-P TAB,78
ETOSHINE-90 TAB  10 SBW,1
ETOSHINE-MR TAB   10 S BOX,3
EUGLIM-M 2  TAB   10 S,1
EUREPA V 1/0.3TAB,4
EUREPA-1 TAB,2
EVA-Q    SYP      200ML,1
EVECARE TAB         30 S,1
EVION-200MG  CAP    10 S,5
EVION-400MG CAP   10 S,78
EVION-600MG CAP  10 SBOX,12
EVION-LC   TAB       10 S,3
EVITE-400 TAB,21
EYEMIST EYE DROP   10ML,1
EZACT-60 TAB        10 S,2
F-TIN 20MG           10 S,2
FAA-20 TAB      10 S BOX,1
FAMOCID 40MG TAB     14 S,38
FAMTAC 40MG TAB      14 S,7
FEBUGET 40 TAB,7
FEBUGOOD 40     10 SBW,2
FEBUMAC-40   TAB   10 S BOX,15
FEBUNA -40 TAB,18
FEBURIC-40 TAB,1
FEBUSTAT-40MG TAB,2
FEFOL-Z   CAP      15 S,1
FELIZ S PLUS TAB,1
FELIZ-S  PLUS 5       10 SF,2
FEN XN GEL 30GM,12
FEN-XN GEL 30GM,1
FENZA 600MG CAP 1 S,1
FERIKIND TAB      10 SF,5
FERISOME TAB,2
FERIUM XT TAB    10 SBOX,3
FERONIA XT TAB       10 S,1
FERTIGYN HP-5000IU      1AMP,1
FERTIHOPE-F TAB,2
FERTISURE-F  TAB  10 SBR,1
FERTISURE-M  TAB 10 SBM,2
FESTAL N  TAB        10 S,5
FEXY-120MG  TAB 10 S BOX,1
FIBROGESIC SR TAB 10 S,2
FIDONAL CREAM 30GM,1
FINTOP AF  CREAM,1
FLACORT 6MG,3
FLAVEDON-MR TAB  10 SBY,5
FLEXABENZ GEL 30GM,1
FLEXON  TAB       15 S,1
FLODART  TAB   10 SBOX,3
FLODART PLUS TAB   10 SF,1
FLOMIST NASAL SPRAY10ML,1
FLORITA CAP,5
FLUCORT LOTION .01%  15ML,2
FLUDAC-20MG  CAP  15 S,1
FLUNARIN-10MG  TAB   10 SB,8
FLUNARIN-5MG  TAB    10 S,3
FLUNIL-60MG   CAP  10 SBY,3
FLUTIVATE CREAM 10GM,1
FOLEYBALLON CATHETER SILI. -16,1
FOLITRAX  2.5MG     10 S,2
FOLITRAX  5MG       10 S,3
FOLITRAX-10  TAB  10 SBB,1
FOLITRAX-15 TAB    10 S,1
FOLVITE TAB     45 SBY,10
FOMTIDE 200 INHALER,1
FORACORT 0.5 RESPULES 2ML,5
FORACORT 1 RESPULES 2ML,10
FORACORT 200    INHALER,2
FORACORT 400  INHALER,2
FORMOSONE 250 INHELAR,2
FORMOSONE 250 R/C,1
FOURDERM CREAM       5GM,1
FOURDERM CREAM 20GM,1
FOURTS- B  DROP  15ML,1
FRANXIT  TAB       10 SA,1
FRUSELAC- DS TAB  10 S,4
FUCIBET CREAM 15GM,1
FUDIC CREAM          10GM,1
FULLFORM-200 R/C     30 S,1
FUNGIKEM-200 CAP,2
GABANEURON-100 TAB,1
GABANTIN FORTE TAB 10SF,9
GABANTIN NT TAB,1
GABAPIN NT TAB 15 S,6
GABAPIN-100 TAB,2
GABATOR NT TAB 10S,1
GALVUSMET 50/1000 TAB,7
GALVUSMET 50/850 TAB,1
GANATON   50MG   10 S  BOX,4
GARDENAL SYP         60ML,1
GATILOX-DM  DROP    10ML,1
GAUZE (BENGAL)  90CM,5
GELUSIL MPS SYP   400ML,1
GELUSIL MPS TAB,7
GEMCAL   CAP           15 S,5
GEMER DS 4 TAB,3
GEMER P1 TAB       10 S,5
GEMER P2 TAB         10 S,1
GEMER V1 TAB,3
GEMER-1 TAB***,2
GEMER-2 TAB***,1
GEMINOR  1MG TAB  10 SBW,4
GEMINOR M3 FORTE TAB 15 S,1
GEMINOR M4 FORTE 15 S,1
GEMINOR-M2  TAB  15 SBB,1
GEN D3 NANO TAB,1
GENTEAL EYE DROP   10 ML.,1
GENTEAL GEL          10GM,1
GEPRIDE M4 FORTE,6
GERBISA SUPP.(CH)  5 S,2
GERBISA-5MG TAB  10 SBB,1
GI CURE DSR TAB,2
GIARDIA-40 TAB 10 S,1
GINKOCER PLUS TAB,2
GINKOCER TAB   10 SBY,6
GLIMESTAR-1  TAB  10 SBOX,1
GLIMESTAR-PM 1  TAB  10 S,3
GLIMESTAR-PM 2  TAB   10 S,3
GLIMILIFE M2 TAB,3
GLIMILIFE M3 FORTE TAB,1
GLIMISAVE M1 TAB 15,2
GLIMULIN-MF TAB 15 SB,1
GLIZID 40MG          10 S,5
GLIZID MR 30 TAB,3
GLIZID-M   TAB    15 SBW,4
GLOEYE   TAB        10 SF,4
GLUCOBAY 50mg TAB  10 S,4
GLUCOGURD M1 FORTE TAB,3
GLUCONORM-G 1 TAB 15 S,2
GLUCONORM-PG-2  TAB 15 S,1
GLUCONORM-SR-1G  15 S,1
GLUCORED FORTE       10 S,2
GLUCRETA TAB         10TAB,2
GLUVILDA M 500 TAB,1
GLUVILDA OD TAB,1
GLYCIPHAGE  250mg   10 S,5
GLYCIPHAGE 500MG     20 S,11
GLYCIPHAGE 850MG TAB 10 S,6
GLYCIPHAGE G1 TAB   10 S,4
GLYCIPHAGE G2 TAB   10 S,6
GLYCIPHAGE PG2 TAB,3
GLYCIPHAGE SR 1GM   10 S,5
GLYCIPHAGE SR 500    10 S,11
GLYCOMET TRIO FORTE 2 TAB,2
GLYCOMET-GP-1 TAB  15 S,3
GLYCOMET-GP-4 FORTE TAB10 S,2
GLYMED LOTION 100ML,3
GLYNAMIC MV2 TAB,3
GLYNASE TAB          10 S,5
GLYNASE- MF   TAB    10 S,4
GLYPRIDE 1MG  TAB     10 SBW,2
GLYPRIDE-2 TAB,6
GLYROVA-10 TAB,6
GLYSARTAN 40 TAB,2
GLYTOPAN DSR TAB,5
GLYXAMBI 25/5MG TAB,3
GOIZY  GEL 30ML,2
GOLBI SR 450 TAB,1
GP-0.5 TAB,1
GP-1  TAB       10 S,9
GP-3    TAB        10 SB,1
GP-4   TAB        10 SB,2
GRENIL TAB       10 S,3
GRILINCTUS BM SYP   100ML,2
GRILINCTUS LS SYP 100ML,3
GRILINCTUS SYP  100ML,2
GRIS-ODT 250  TAB  7 SBW,1
GROVIVA 400GM,1
GUT-PD CAP,1
HAJMOLA IMLI (BOTT)130 S,1
HAND CARE GLOVES    1 S,1
HAPENZ SYP 200ML,1
HCQS 400 TAB 10 S,2
HEADSET             2TAB,1
HEMFER SYP 225ML,1
HEPA-MARZ TAB    10 SBOX,11
HEPLOCK INJ. 2ML,2
HEXIDINE M/WASH   160ML,2
HEXIGEL  GEL         15GM,1
HHCEFI-200 TAB,1
HHDERM CREAM    10GM,1
HHLINCTUS JUNIOR SYRUP 100ML,2
HHLINCTUS SYP 100ML,1
HHLINTUS LS SYP 100ML,1
HHMITE CREAM         30GM,1
HHMITE SOAP        75GM,1
HHMITE SOAP 125GM,1
HHOMEGA CAP      10 SBOX,1
HIFENAC SR TAB 10 S,1
HIFENAC-MR       10 SB,2
HIFENAC-SR   TAB    10 SA,1
HIFENAC-TH TAB,1
HISTAFREE-M TAB 10 S,3
HORLICKS  500GM,1
HUMALOG MIX 50 CARTIDGE 3ML,2
HUMAN MIXTARD  40IU 10ML,10
HUMINSULIN 30/70 40IU  10ML***,1
HYDROGEN PEROXIDE   100ML,1
HYNASAL DROP (DWD) 15ML,4
I-PILL      TAB       1 S,1
I-WIN 100 CAP,2
I-WIN 200 TAB,1
IFIN 250MG,1
IMDUR 30MG TAB     30 S,1
IMMUNE-CZ TAB,2
IMPOSIL-FORTE CAP  10 SBOX,1
INFUSION SET     1 S,3
INNOVFOL HB CAP 10 S,3
INSUGEN 30/70 40IU     10ML,1
INSULIN SYRINGE(D/VAN) 1ML,17
IODEX OINT.          50GM,1
IODEX OINT.         16GM,1
IPRO SYRUP 200ML,2
IRBAN OD 10 TAB,1
IROZORB TAB            10 S,2
ISTAMET 50/500 TAB  15 S,2
ISTAMET-50/1000 TAB 15 S,2
ITAPHYTE 100 TAB 10 S,1
ITASPOR SB 50 TAB,2
IVERMETROL-12 TAB,1
IZRA-40 TAB,1
JALRA M 50/1000,5
JALRA-50  TAB     14 S,2
JANUMET 50/1000      15 S,2
JESTINE PLUS TAB,4
JICOMVIT 15 TAB,2
JIDAL AP TAB,1
JIDOL AP TAB,2
JIPAN-40 TAB,1
JOHNSONS BUDS     30 S,1
JONAC AQ INJ. 1ML,3
JUNIOR LANZOL 30 TAB 10 S,1
JUNIOR LANZOL-15MG 15 S,1
JUPIROS-5    TAB     10 S,8
