Item Name,Quantity
AMLOPIN -AT   TAB    10 SF,2
AMLOPRES TL TAB 15 S,1
AMLOPRES-5 TAB,1
AMLOSAFE TM 40 TAB,1
AMLOVAS 10MG TAB     15 S,2
AMLOVAS 5MG TAB      15 S,4
AMLOVAS-H    TAB   15 SA,1
AMPILOX  DS TAB   10 SF,2
AMTAS-5 TAB 30 S,1
ANAFORTAN  TAB      15 SBG,2
ANGISPAN TR 2.5     25 S,1
ANGISPAN TR 6.5    25 S,1
ANGIZEM CD 90mg CAP 10 SB,5
ANO METROGYL CREAM 20GM,1
ANOVATE CREAM 20GM,2
ANUF-250 TAB 10 S,2
AQUASOFT CREAM 100GM,1
ARACHITOL 6LACS INJ. 6PC ##,2
ARGIPRIME POW.  (SACH) 1 S,12
ARISTOZYME   SYP    200ml,1
ARKAMIN TAB  30 S,9
ASCODEX SF SYP 100ML,1
ASCORIL + EXP       200ML,2
ASCORIL EXPT 120ML,4
ASCORIL SF SYP    100ML,1
ASCORIL-C SYP 120ML,1
ASCORIL-D  SYP    100ML,1
ASCORIL-LS  SYP    100ML,3
ASKLEROL 3% INJ      2AMP,1
ASTAGOLD  CAP     10 S BOX,4
ASTHAKIND-DX  SYP  100ML,1
ASTHALIN SYP        100ML,2
ASTYMIN-M FORTE TAB 2 X 15 S,1
ATARAX 10MG TAB  15 S,9
ATARAX ANTI-ITCH. LOTION 100ML,2
ATARAX SYP         100ML,1
ATEN 25MG TAB    14 S,1
ATEN 50MG TAB        14 S,1
ATIVAN 1MG TAB 30 S,3
ATIVAN 2MG TAB,3
ATOCOR-10 TAB,1
ATOCOR-F TAB,1
ATORMAC CV 10 TAB  10 SF,5
ATORVA 20 TAB,2
ATORVA-10MG TAB,6
ATROLET 10 MG TAB    20 S,5
AUGMENTIN-1000mg DUO TAB  10 S,2
AUGMENTIN-625 DUO TAB 10 S,6
AUTRIN CAP           30 S,1
AVINA TAB 15 S,1
AXZE SYP 100ML,2
AZIBIZ-500 TAB,7
AZIFINE 500 TAB,2
AZILIDE-500 TAB,3
AZITHRAL 500MG TAB 5 S,7
AZOM 500 TAB,3
AZORAN-50mg TAB  10 SBY,1
AZTOR 20MG TAB 15 S,2
AZTOR-10 TAB 15 S,8
AZTOR-ASP 75  CAP   10 SF,3
AZULIX 2MF TAB 15 S,2
AZULIX 3 MF TAB 10 S,1
AZULIX-2 TAB   10 SBW,4
B-BACT OINT        5G,1
B. D. INSULIN SYRINGE,1
B. PROTIN CHOCOLATE 500GM,2
BABYGESIC  DROP     15 ML,2
BAND-AID PLAIN      1 S,10
BAND-AID WASHPROOF,10
BDFIX 200MG  10S,8
BECOSULES CAP     20 S,9
BECOSULES Z CAP,4
BECOZYME C FORTE TAB 15 S,4
BENFOMET PLUS TAB 10 SF,1
BENTOZ 20 TAB 15 S,2
BEPOSUREGE DROP 5ML,1
BETADINE   LOTION     100ML,3
BETADINE GARGLE     100ML,9
BETADINE OINT 20GM,2
BETAKIND GARGLE      50ML,1
BETAVERT 8 MG  TAB  10 S,2
BETHADOXIN SG CA CAP 10 S,3
BETNOVATE C CREAM    30GM,1
BETONIN AST  SYP   400ML,1
BETONIN AST SYP     200ML,3
BEVON  SYP  200ML,2
BEVON CAP 15 S,4
BEVON-CD  CAP    10 SBB,2
BIFILAC  CAP      10 SF,3
BIFILAC  SACHETS  3 S,24
BIFILAC GG SACH.,5
BIFILAC-HP   CAP    10 SF,4
BILAHIST M TAB,2
BILASHINE-40 TAB,3
BILASURE-M TAB,5
BILAZAP-20 TAB,1
BILAZAP-M TAB,1
BIO D3 MAX TAB,2
BIO D3 XT TAB,5
BIO-D3  STRONG  CAP  10 S,1
BIONAC-SP TAB,3
BISOHEART 5 MG TAB 10 S,6
BON DK 60K  CAP  4 S  BOX,2
BONEVA PRO TAB,9
BOROLINE  CONT  10GM   1 S,4
BOROLINE CREAM       21GM,2
BOTROCLOT DROP,1
BRINOLAR EYE DROP     5ML,1
BRISTA INTENSE CREAM 20GM,1
BRO-ZEDEX SYP        100ML,1
BROFENTOL PLUS SYP  100ML,1
BRUFEN 400MG TAB     15 S,2
BRUTACEF 200 TAB,1
BRUTAFLAM-90 TAB,1
BTN ULTRA TAB,1
BUDATE 200MG TRANSHALER,1
BUDECORT 0.5MG RESPULES,20
BULARID L 40 TAB,1
BUPRON SR 150 TAB 10 S,2
CABGOLIN 0.25 TAB,1
CAFRAGIN  TAB        10 S,3
CAL-123  P   SYP    200ML,1
CALAMINOL LOTION    55ML,1
CALAPTIN 40 TAB,1
CALCIDEF TAB,5
CALCIMAX D 1000 TAB 30 S,1
CALCIMAX-500mg TAB  30 S,1
CALCIMAX-D SYP 200ML,1
CALCIMAX-FORTE TAB  30 S,1
CALDIKIND-PLUS  CAP   10 S,3
CALMATCH XT TAB 10 S,2
CALPOL 500  TAB  15 S,4
CALPOL 650  TAB   15 S,37
CANDID B CREAM     10GM,1
CANDID CREAM 30GM,1
CANDIDERMA + CREAM (S) 10GM,1
CANDIFORCE 200 TAB,1
CANDITRAL SB 130MG CAP,2
CANDYCOP TOOTHPASTE 70GM,1
CARDACE 2.5 TAB 15 S,3
CARDACE 5 TAB,5
CARMOZYME NXG SYP 200ML,1
CARMOZYME SYP     450ML,2
CARTIGEN PRO TAB,1
CARVIDON MR TAB,5
CATALYD SYP         200ML,1
CC 74 TAB,1
CCM 30 TAB           30 S,1
CCQ50 TAB         10 SA,3
CEDRIN-GM TAB,3
CEFAKIND- CV  500    10 SF,1
CEFAKIND-500mg   TAB  10 SA,2
CEFOCLOX-XL 200 CAP   10 SF,1
CEFOXIM 500 TAB    10 SF,1
CEFOZYT CV   TAB    10 SF,4
CEFPOROX-CV TAB,2
CEFTAS-200  TAB       10 S,2
CEFUTIL-250 TAB 10 S,1
CELFAST MR TAB,1
CELIN 500MG TAB     25 S,5
CELIN ZINC TAB,1
CEPODEM XP 325  10 S BOX,4
CEPODEM-200mg TAB  10 SF,5
CEPODEM-DS-50mg  SYP  30ML,1
CERELAC  S-1 (WH/ APP)  300GM,1
CERELAC S-4(M/GR.DAL VEG),2
CERUVIN A CAP 15 S,2
CETAPHIL GENT. SKIN LOTION 250,1
CETAPIN XR 500 TAB,3
CETZINE 10MG TAB,1
CETZINE TAB,6
CHERI XT TAB,2
CHERICOF SYP(L)  100ML,1
CHERICOF-LS SYP  100ML,2
CHLOROCOL-H EYE OINT   3GM,1
CHYMORAL FORTE       20 S,5
CHYMORAL FORTE DS TAB 10 S,3
CHYMORAL-AP TAB   10 SN,3
CHYMORAL-BR  TAB  10 SBM,5
CHYMORAL-PLUS TAB  15 S,1
CIBOZ -200 TAB,2
CIDMUS 50MG TAB,2
CIFRAN-500mg TAB   10 S,5
CIFRAN-CTH  TAB    10 S,1
CILACAR C 6.25MG,2
CILACAR T 80 TAB 10 S,6
CILACAR TC 6.25 10 S,3
CILACAR-20MG    10 S,5
CILACAR-5 TAB    10 S,6
CILACAR-T  TAB    10 SBOX,1
CILAHART-T TAB 10 S,1
CILAHEART T TAB,2
CILAHEART-10   TAB   10 SF,1
CILAPAM FN TAB,3
CILAPAM-H TAB,3
CILATE-K2   TAB      10 SA,10
CILENTRA  10MG      10TAB,1
CILIX T 20/40 TAB,1
CILIX T 5/40 TAB,2
CINEMAX TAB,7
CINTAPRO            10 S,4
CIPCAL-500 TAB     15 SBW,1
CIPLOX 500MG TAB     10 S,1
CITAFEEL FORTE,2
CLAMIST TAB          10 S,3
CLARIBID 250 MG TAB 10 S,2
CLARIBID 500MG TAB    10 S,1
CLARIWIN 500 TAB 10S,1
CLAVAM 1GM TAB,2
CLAVAM 625MG TAB     10 S,2
CLAVAM BID DRY SYP  30ML,3
CLAVILIP 10 TAB,2
CLAVILIP-20 TAB,3
CLAVY 625 TAB 10 S,1
CLINDAC- A  GEL       15GM,1
CLO DIP 1MG,1
CLODAX 0.25MG TAB,1
CLONAX MD 1 TAB 10 S,3
CLONIL 75 SR TAB   10 SBR,3
CLONOTRIL-0.25 MG TAB,1
CLOP 30 OINTMENT 30GM,1
CLOP-G CREAM 25GM,1
CLOPILET   TAB      15 SF,2
CLOPITAB-A 75MG       15 SB,5
CNZ 0.5 TAB,2
CODESOFT  CAP      10 SBG,1
CODESOFT CLEAR,1
COECORAL PLUS CAP,3
COECORTT-6 TAB,27
COED3 SYP. 5ML,43
COLAROS TAB,2
COLICAID DROP        15ML,2
COLIGUT-200 TAB,1
COLIMEX  SYP        30ML,1
COLIMEX DF DROP     15ML,1
COLIMEX TAB          10 S,5
COLIZA DROP 30ML,1
COLOSPA RETARD CAP 15 S,1
COMBIFLAM TAB.  20 S,5
COMBUTOL 600MG       10 S,5
CONCOR-COR 1.25   10 SB,3
CONCOR-COR 2.5MG   10 S,6
CONSISTAM -D,3
CONSTINA GRAN 1 S,1
CONZOLE-M LOTION 30ML,1
CORBIS 1.25 TAB,2
CORBIS-2.5 TAB,1
CORBIS-5 TAB,1
CORDARONE-100 TAB,1
CORECTIA TAB,1
COREX-DX  SYP      100ML,1
CORIMINIC DROP15ML,2
CORMUZIK CREAM 10GM,1
CORSYL SYP 100ML,3
CORTEL LN TAB,1
CORTEL TRIO TAB 15 S,1
CORTEL-H 40 TAB 10 S,1
CORTYLIV TAB,5
CORVADIL A TAB 15 S,2
COSCOPIN PLUS SYP   100ML,1
COSKLOT PLUS TAB   10 SBP,2
COTTON (BENGAL)100GM,1
COVANCE-AT TAB   10 SBB,3
COVERSYL  2MG  TAB  10 S,2
CREMAFFIN M/F SYP. 170ML,2
CREMAFIN PLUS LIQ. 225ML,1
CREMALAX TAB,1
CREPE BANDAGE  15CM (6 ),1
CRIZ-M  TAB  10 SA,1
CRIZ-M SYP      60ML,3
CROCIN  SYP   60ML,1
CROCIN 240 SYP 100 ML,1
CTD-12.5  TAB       15 S,1
CTD-6.25 TAB 15 S,1
CTD-T 12.5/40 TAB    10 SA,1
CUTISOFT CREAM       TUBE,2
CV MAX 625 TAB,1
CV-MAX 457 DRY SYP 30ML,2
CYBLEX MV 80.3 TAB,2
CYPON  SYP          200ML,1
CYRA  TAB             10 S,5
CYRA-D  CAP    10 SF,4
CYRA-LS  TAB  10 SA,3
CYTOLOG-200MG      4 SA,2
D COLD TOTAL TAB     6 S,1
D-RISE 2000 TAB     10 SB,2
D-VENIZ 50MG TAB  10 SBW,1
D3 KIND CAP,1
D3 MUST-60K TAB   4 SBOX,2
DAILYCAL-500   TAB   15 SBW,1
DALACIN-C 300mg CAP10 S,2
DAMITA M 10/500 TAB,2
DAPABITE 10 TAB,2
DAPANOVA-10 TAB,6
DAPEFY-10 TAB,3
DART TAB             10 S,2
DAXID-100 TAB,2
DAZIT-5 TAB,6
DECDAN INJ            2ML,3
DECOLIC  DROP        10ML,1
DECOLIC  INJ.   2ML,3
DECOLIC TAB      10 S,1
DECOMIC  EYE  DROP    10ML,2
DEFLAMAX-6MG TAB 10 S,1
DEFZA 6 TAB     10 SF,4
DENIFAX 50 TAB,3
DEPLATT A 75 TAB,1
DEPLATT CV 20 CAP 10 S,3
DEPLATT-75mg TAB 15 S BOX,1
DEPURA 60K SF 5ML,2
DEPURA CAL 10,3
DERIPHYLLIN RTD 150  30 BW,3
DERIPHYLLIN RTD 300 30 S,2
DERIPHYLLIN- M  TAB  10 SF,1
DERIVA CMS GEL       15GM,2
DERMADEW ALOE LOTION 50ML,1
DERMADEW BABY CREAM 80GM,1
DERMADEW BABY SOAP 50GM,1
DERMADEW BACT SOAP 75 GM,1
DESVAL-ER 250 TAB,5
DETTOL LIQUID       550ML,2
DETTOL LIQUID  60ML,1
DEWSOFT CREAM        50GM,2
DEXONA TAB,2
DEXORANGE  CAP,1
DIAMICRON XR 60 TAB 14 S,7
DIAMOX TAB   15 SBW,1
DIAPRIDE M1 FORTE TAB,1
DIAVIT -PLUS   CAP  10 SBB,3
DICLOGESIC  TAB    10 SBW,13
DICLOMOL TAB       10 S,1
DICONAL NASAL DROP   10ML,3
DIGENE (MINT) TAB 15 S,6
DIGENE GEL (O) 200ML,1
DIGENE-FIZZ(ORANGE) 1PC,2
DIGIPEN LIQUID      200ML,1
DILZEM SR TAB,2
DILZEM-SR 90MG TAB,4
DIOF DS SYP 60ML,1
DIOVAL LA SYP. 200ML,1
DIOVOL FORTE SYP(MINT)SF 170ML,1
DIOVOL FORTE SYR(MINT)SF450ML,2
DIOVOL SYP MINT(S) 170ML,1
DIPROBATE - G PLUS CREAM 30GM,1
DIPROBATE PLUS CREAM 30MG,1
DISPOVAN SYRINGE      2ML,16
DISPOVAN SYRINGE      5ML,8
DISPOVAN SYRINGE     10ML,9
DISPRIN TAB          10 S,2
DIZIRON-25 TAB,1
DK GEL               30GM,1
DOBESIL CAP          10 SB,3
DOLONEURON-100    15 SA,1
DOLONEURON-NT TAB 10 SA,1
DOLONEX -DT TAB 15 S,1
DOLOPAR TAB          10 S,1
DOMPAN  TAB          10 SF,1
DOMPAN-FORTE TAB  10 SF,2
DOMSTAL-BABY DROPS  5ML,1
DONAMEM-10 TABS      10 S,8
DONAMEM-5  TAB   10 SBOX,6
DONEP 5MG TAB 15 S,1
DORFREE MR 8 TAB,18
DORZOX  EYE  DROP    5ML,1
DOSETIL  LOTION    30ML,1
DOSYL CAP,4
DOXOVENT 400MG TAB  10 S,1
DOXT-SL  CAP  10 SF,28
DOXY-1 L-DR FORTE  10 SF,1
DOZOLAMIDE T EYE DROP 5ML,1
DROGYNA TAB,9
DROTIN DS TAB 15 S,12
DROTIN PLUS TAB,2
DROTIN-M TAB  10 SBR,2
DROTIN-PLUS  TAB  10 SBY,1
DUB-5 TAB        10 S     BOX,2
DUBINOR OINT 30GM,2
DULANE - 30    CAP    10 SB,1
DUOLIN 3 RESPULES 3ML,5
DUOLIN CFC FREE INHALER 200MD,2
DUOLIN RESPULE 2.5ML,5
DUONASE  N/SPRAY   1 S,1
DURAPAIN TAB 10 S,1
DUVADILAN   TAB      50 S,1
DUZELA-20    CAP    10 SB,2
DV 60K CAP,3
DYDROFEM-10 TAB,1
DYNAGLIPT TAB 10 S,2
DYTOR PLUS 5MG TAB 15 S,1
DYTOR-5  TAB   15 SBW,4
DYTOR-PLUS 10  TAB   15 SB,3
E-DICLO GEL 30GM,1
E-PANTO 40 TAB,6
EASYFIX BANDAGE,1
EBERWIN CREAM 30GM,1
ECO TEARS EYE DROP  15ML,1
ECOSPRIN 75MG TAB    14 S,15
ECOSPRIN-AV  75  CAP  15 S,24
ECOSPRIN-AV 75/20 CAP 10 SF,10
ECOSPRIN-GOLD  20 TAB 15 S,1
ECOSPRIN-GOLD 10 TAB  15 S,2
EFNOCAR-40 TAB 10 S,5
EKLOT-250   TAB    10 SF,1
ELAXIC-P            10TAB,1
ELBOW SUPPORT(M)TYNOR 1 PIECE,1
ELECTRAL GRANULES 21.8GM,12
ELECTRAL GRANULES 4.4GM,5
ELIWEL 25  TAB     10 SF,8
ELTROXIN  75MG    60 S,1
ELTROXIN 25MG      120 S,1
ELTROXIN 50MG       100 S,1
EMANZEN FORTE TAB    10 S,1
EMESTAT OD TAB,1
ENAM 5MG TAB         15 S,4
ENCARMIN   SYP      200ML,1
ENCELIN M 50/1000 TAB,2
ENCELIN OD 100 TAB,3
ENCORATE CHRONO 300  10 S,2
ENCORATE CHRONO 500  10 S,3
ENERZAL ORANGE POWDER 100GM,2
ENERZEST POWDER 50GM,1
ENFAMIL A+ (S-1)    400GM,1
ENTEROQUINOL TAB,1
ENZOFLAM  TAB     10 SBB,1
ENZOMAC OINT 5GM,1
ENZOMAC PLUS  10 SBOX,3
ENZOMAC TAB,2
EPISOFT CLEN LOTION   125ML,1
EPOSOFT E TAB,1
EPTOIN  100MG  TAB    100 S,1
EPTUS 25 TAB,1
ERAFOS 8 SACHET,1
ERGOMONT L TAB,1
ERITEL H TAB 15 S,2
ERZOL-D CAP 10 S,1
ESDEP-10 TAB,1
ESIFLO 250 INHALER,1
ESLO-2.5 TAB 15 S,1
ESLO-5 TAB,4
ESOZ-40MG TAB     15 SA,2
ESREDEP PLUS TAB,3
ESTA  PLUS  TAB  10 SBOX,1
ETILAAM-S 5 TAB,2
ETIZOLA 0.25 TAB,7
ETIZOLA 0.5 TAB,12
ETIZOLA LITE 5 TAB,1
ETOGESIC ER-600 TAB 10 S,1
ETOSA-P TAB,81
ETOSHINE-90 TAB  10 SBW,3
ETOSHINE-MR TAB   10 S BOX,2
ETOVA-ER 600 TAB  10 SA,1
ETROBAX-120MG       10 S,1
EUGLIM-M 2  TAB   10 S,3
EUREPA V 1/0.3TAB,2
EUREPA-1 TAB,2
EVECARE SYP 200ML,1
EVION-400MG CAP   10 S,92
EVION-600MG CAP  10 SBOX,36
EVION-LC   TAB       10 S,3
EVITE-400 TAB,25
EXZILOR TAB,3
EYEMIST GEL      10GM,1
EZACT-90 TAB       10 SBW,1
FAA-20 TAB      10 S BOX,1
FAIRLITE FACE WASH 90ML,1
FAMCIMAC-500        3 S,5
FAMOCID 20MG TAB     14 s,4
FAMOCID 40MG TAB     14 S,22
FAMTAC 40MG TAB      14 S,6
FEBREX PLUS TAB      10 S,1
FEBUBEST-40 TAB  10 SBM,2
FEBUGET 40 TAB,1
FEBUGOOD 40     10 SBW,1
FEBUMAC-40   TAB   10 S BOX,32
FEBUNA -40 TAB,6
FEBUSTAT-40MG TAB,2
FEBUTAZ-40 TAB,1
FELIZ-S  PLUS 5       10 SF,6
FEMILON   TAB        21 S,2
FEN XN GEL 30GM,7
FERISOME TAB,2
FERIUM XT TAB    10 SBOX,5
FERTIGYN HP-5000IU      1AMP,4
FLACORT 6MG,3
FLAVEDON-MR TAB  10 SBY,3
FLEXON  TAB       15 S,6
FLODART  TAB   10 SBOX,2
FLORESP N/SPRAY 120MD,1
FLUCOLD CLEAR TAB,1
FLUNARIN-10MG  TAB   10 SB,2
FLUNARIN-5MG  TAB    10 S,1
FLUNORM 10 TAB,1
FLUPAN-150 TAB,5
FM - 40  TAB      14 S,2
FOLITRAX  5MG       10 S,2
FOLITRAX  7.5MG  TAB  10 SB,1
FOLITRAX-10  TAB  10 SBB,1
FOLITRAX-15 TAB    10 S,1
FOLOUP 200MG TAB,1
FOLVITE TAB     45 SBY,11
FORACORT 0.5 RESPULES,3
FORACORT 0.5 RESPULES 2ML,20
FORACORT 200    INHALER,3
FORACORT 400  INHALER,2
FORACORT 400 R/C  30 S,2
FORMOFLO FORTE ROTACAPS,1
FORMOFLO-250 TRANSHALER,1
FORMONIDE 400 R/CAP 30 S,1
FORMOSONE 250 R/C,1
FOURTS-B TAB 15 S,2
FRACJOINT PLUS TAB,2
FRANXIT  TAB       10 SA,2
FRUSELAC TAB         10 S,1
FRUSELAC- DS TAB  10 S,2
FUNGICROS 30GM,1
FUR XT TAB,1
FZHH 150 MG TAB,6
GABANTIN FORTE TAB 10SF,4
GABANTIN-PLUS TAB  10 S,4
GABAPIN NT TAB 15 S,6
GABAPIN-100 TAB,3
GABAPIN-ME 100 TAB 10 SF,2
GABATOR NT TAB 10S,1
GALVUSMET 50/1000 TAB,5
GANATON   50MG   10 S  BOX,5
GATILOX-DM  DROP    10ML,1
GAUZE (BENGAL)  90CM,6
GELUSIL MPS TAB,2
GEMCAL   CAP           15 S,2
GEMCAL XT TAB,10
GEMER 0.5 TAB,1
GEMER DS 4 TAB,4
GEMER P1 TAB       10 S,1
GEMER P2 TAB         10 S,3
GEMER V2 TAB,3
GEMER- 1 TAB       10 S,1
GEMER-1 TAB***,4
GEMER-2 TAB***,3
GEMINOR  1MG TAB  10 SBW,1
GEMINOR M4 FORTE 15 S,1
GEMINOR MP2 TAB,1
GEMINOR-M2  TAB  15 SBB,1
GEN D3 NANO TAB,2
GENCOBA-P TAB 10 S,6
GENEVAC-B INJ. 1ML,1
GENTEAL EYE DROP   10 ML.,1
GEPRIDE M-2    TAB     10 S,1
GEPRIDE M3 FORTE TAB 10 S,1
GEPRIDE M4 FORTE,7
GERBISA SUPP.(AD)  5 S,1
GERBISA-5MG TAB  10 SBB,2
GERIPOD-D TAB 10 S,4
GI CURE DSR TAB,2
GINKOCER PLUS TAB,2
GLIMESTAR-1  TAB  10 SBOX,2
GLIMESTAR-2         10 S,3
GLIMESTAR-M1  TAB   10 S,1
GLIMESTAR-PM 1  TAB  10 S,3
GLIMESTAR-PM 2  TAB   10 S,1
GLIMFIRST MV2 TAB,1
GLIMILIFE M1 FORTE TAB 10 S,1
GLIMILIFE M2 TAB,3
GLIMISAVE M1 TAB 15,2
GLIMISAVE M4 FORTE TAB,2
GLIMULIN-1MF TAB,1
GLIZID MR 30 TAB,3
GLIZID MV TAB,1
GLIZID-M   TAB    15 SBW,4
GLUCOBAY 25mg TAB 10 s,2
GLUCOBAY 50mg TAB  10 S,4
GLUCOGURD M1 FORTE TAB,2
GLUCON-D            100GM,1
GLUCON-D 1KG  (ORANGE),1
GLUCONORM G 0.5 TAB 10 S,1
GLUCONORM-G 1 TAB 15 S,1
GLUCONORM-G 4 FORTE 15 S,4
GLUCONORM-PG-2  TAB 15 S,1
GLUCONORM-SR-1G  15 S,1
GLUCRETA TAB         10TAB,2
GLYCIPHAGE 500MG     20 S,10
GLYCIPHAGE 850MG TAB 10 S,6
GLYCIPHAGE G1 TAB   10 S,6
GLYCIPHAGE G2 TAB   10 S,3
GLYCIPHAGE PG2 TAB,10
GLYCIPHAGE SR 1GM   10 S,19
GLYCIPHAGE SR 500    10 S,6
GLYCOMET SR 500 TAB,4
GLYCOMET-GP-0.5  TAB 10 SB,1
GLYCOMET-GP-1 TAB  15 S,2
GLYCOMET-GP-2  TAB  15 S,1
GLYCOMET-GP-4 FORTE TAB10 S,2
GLYNAMIC MV2 TAB,3
GLYNASE TAB          10 S,4
GLYNASE- MF   TAB    10 S,7
GLYPRIDE-2 TAB,2
GLYROVA-10 TAB,4
GOIZY  GEL 30ML,2
GP-0.5 TAB,2
GP-1  TAB       10 S,5
GP-4   TAB        10 SB,2
GRENIL TAB       10 S,3
GREYEX HAIR SOLUTION 30ML,1
GRILINCTUS BM SYP   100ML,3
GRILINCTUS L SYRUP 100ML,1
GRILINCTUS LS SYP 100ML,1
GUDCEF-200mg  TAB  10 SF,1
HAPPI-D TAB,1
HAVGLO CREAM 30GM,1
HCQS-200 TAB 15 S,2
HEPAKIND 150 TAB,4
HERPEX OINT 5 GM,1
HETRAZEN-100  TAB  30 S,3
HEXIGEL  GEL         15GM,1
HHDERM CREAM    10GM,3
HHLEVO TAB     10 SBW,1
HHLINCTUS JUNIOR SYRUP 100ML,1
HHLINCTUS SYP 100ML,2
HHMITE SOAP        75GM,1
HHSALIC OINT 20GM,1
HIFENAC-D     TAB    10 SA,1
HIFENAC-P   TAB    15 S,1
HIFENAC-SR   TAB    10 SA,1
HISTAOVER LM SYP 60ML,1
HOMIDE DROP 5ML,3
HORLICKS  500GM,1
HORLICKS (MOTHER) 450GM,1
HORLICKS (WOMEN S)  400GM,1
HORLICKS LITE 450GM,1
HPP-40 TAB,1
HUF PUF KIT,1
HUMAN MIXTARD  40IU 10ML,8
HUMINSULIN 30/70 40IU  10ML***,3
HYDENT PRO TOOT 70GM,1
HYNASAL DROP (DWD) 15ML,1
HYPERNEB 3% RESPULES 4ML,13
HYPERSOL-5 EYE DROP  10ML,1
HYPERSOL-6 EYE OINT. 3GM,1
I-WIN 200 TAB,1
I-ZEN TAB,1
IBSET 5MG TAB    TAB  10 SA,1
IBUCLIN JUNIOR TAB   10 S,1
IBUGESIC PLUS SYP  100ML,1
IBUGESIC SYP 100ML,2
ICE GEL              25GM,2
IDROFOS 150 TAB 3 S,1
IMMU C PLUS,2
IMMUNE CZ TAB,3
IMUNCARE TAB,2
INDCLAV-375 TAB,1
INDCLAV-625mg  TAB 10 S,1
INDIKOF LS SYP 100ML,1
INFUSION SET     1 S,2
INTIWASH 100ML,1
IODEX  ULTRA GEL     30GM,1
IODEX OINT.          50GM,1
IRIMIST EYE DROP 10ML,2
IROZORB TAB            10 S,3
ISABGOL(BAIDYA) 100GM,3
ISABGOL(DABUR)  100GM,1
ISTAMET 50/500 TAB  15 S,1
ISTAMET-50/1000 TAB 15 S,4
ISTAVEL   50 TAB        7 S,2
IT-MAC 100 CAP,2
IT-MAC 200 TAB,1
ITASPOR 100 TAB 10 S,3
ITASPOR SB 50 TAB,2
IVABID-5 TAB,1
IVERFINE-12 TAB,24
JANUMET 50/1000      15 S,2
JESTINE PLUS TAB,4
JIDOL AP TAB,2
JOINTACE DN SUPER TAB,10
JUNIOR LANZOL-15MG 15 S,1
JUPIROS-5 TAB,2
JUSTOZA-10 TAB,2
JUSTOZA-M 10/1000 TAB,2
K STAT 250MG TABS   10 S,4
K-WIN-10 INJ. 1ML,3
KABZ HAR         100GM,1
KARVOL PLUS CAP   10 SBG,9
KENACORT 4 TAB,14
KENZ SOAP,1
KERAGLO AD SHAMPOO 60ML,1
KERASOL-FORT LOTION 15ML,1
KETASMA TAB        10 SBA,1
KETO GOLD PREMIUM   100GM,1
KETO SOAP    50GM,2
KETOMARK SOAP 75GM,1
